title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
ABC iview,https://iview.abc.net.au/,Watch all your favourite ABC programs on ABC iview. The best of ABC dramas  documentaries  comedies and ABC News programs for Australia's most trusted source of local  national and world news.,iview.abc.net.au,"['ABC Ultimo Ctr 700 Harris St Ultimo, NEW SOUTH WALES, 2007 Australia', 'https://www.dnb.com/business-directory/company-profiles.australian_broadcasting_corporation.054b9389b0a0cf823fe46d580f47b4d4.html']",None,"['None', 'https://www.dnb.com/business-directory/company-profiles.australian_broadcasting_corporation.054b9389b0a0cf823fe46d580f47b4d4.html']",None,"['series 2 episode', 'friendships series 2 episode', 'series', 'abc tv live stream series', 'nsw series', 'norwich cathedral abc news mornings series', 'abc tv nsw live stream series', 'home series', 'iview series', 'sport series']","[['DAVID ANDERSON', 'Managing Director'], 'https://www.dnb.com/business-directory/company-profiles.australian_broadcasting_corporation.054b9389b0a0cf823fe46d580f47b4d4.html']","['Healthcare, Education', 'from_classification_model']",None,"['$43.26 million USD', 'https://www.dnb.com/business-directory/company-profiles.australian_broadcasting_corporation.054b9389b0a0cf823fe46d580f47b4d4.html']",None,None,None,"['Parent', 'https://www.dnb.com/business-directory/company-profiles.australian_broadcasting_corporation.054b9389b0a0cf823fe46d580f47b4d4.html']",0.0,0.0,0.0,0.0
Construction Dive: Construction News and Trends,https://www.constructiondive.com/,Construction Dive provides news and analysis for construction industry executives. We cover commercial and residential construction  focusing on topics like technology  design  regulation  legal issues and more.,constructiondive,None,"['dev@macrovue.com.au', 'https://www.crunchbase.com/organization/macrovue']","['+61451128089', 'https://www.crunchbase.com/organization/macrovue']","['construction companies', 'construction projects', 'local construction companies', 'wall construction projects', 'construction dive', 'construction technology', 'construction firms', 'construction businesses', 'construction technology startups', 'construction sites']","['Dev Sinha', 'founder(s)', 'https://www.crunchbase.com/organization/macrovue']","[['AccountingBig DataFinanceSmall and Medium Businesses'], 'https://www.crunchbase.com/organization/macrovue']","['Jun 1, 2014', 'https://www.crunchbase.com/organization/macrovue']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/macrovue']",None,"['Private', 'https://www.crunchbase.com/organization/macrovue']",0.0,0.0,0.0,0.0,0.0
Farm Management Software; manage risks and ... - Agworld,https://www.agworld.com/us/,Agworld farm management software allows you to collect data at all levels and enables you to extract maximum value from this data; optimising profitability.,agworld,"['Suite  1 , 38 Oxford Close West Leederville WA 6007', 'https://www.agworld.com/au/contact/']","['sales@agworld.com', 'https://www.crunchbase.com/organization/agworld-pty-ltd']","['+618 6230 2290', 'https://www.agworld.com/au/']",None,"['Doug Fitch', 'founder(s)', 'https://www.crunchbase.com/organization/agworld-pty-ltd']","[['AgricultureAnalyticsEnterprise SoftwareFarmingSoftware'], 'https://www.crunchbase.com/organization/agworld-pty-ltd']","['2009', 'https://www.crunchbase.com/organization/agworld-pty-ltd']","['$2.99 million USD', 'https://www.dnb.com/business-directory/company-profiles.agworld_pty_ltd.3b98bf6b5990acf3cf4c2ac0292ff622.html']",None,"[' Perth, Western Australia, Australia', 'https://www.crunchbase.com/organization/agworld-pty-ltd']",None,"['Private', 'https://www.crunchbase.com/organization/agworld-pty-ltd']",0.625,0.25,0.25,0.0,0.28125
CRN Australia - Connecting the Australian Channel,https://www.crn.com.au/,CRN Australia provides technology news  channel news and tools for VARs  technology integrators  computer consulants and resellers.,crn,"['Level  8 , 205 Pacific Hwy St Leonards, NSW 2065 Australia', 'http://www.crn.com.au/newsletter/archive/channelwire_2021_02_12_pm.html']","['subs@crn.com.au', 'https://www.crunchbase.com/organization/crn-australia']","['+61 (02) 9901 6381', 'https://www.crn.com.au/page/contact']","['new security partners', 'new partners', 'new cyber security push partners', 'fortinet partner', 'service provider partners', 'new services', 'partner business manager', 'security vendor fortinet', 'new customer service hub veeam', 'new business']","[['Greg Morrison ', 'Country Manager_Australia & New Zealand ...'], 'from linkedin search google']","[['News'], 'https://www.crunchbase.com/organization/crn-australia']","['1998', 'https://www.crunchbase.com/organization/crn-australia']",None,None,"[' Saint Leonards, Victoria, Australia', 'https://www.crunchbase.com/organization/crn-australia']",None,"['Private', 'https://www.crunchbase.com/organization/crn-australia']",0.25,0.25,0.0,0.0,0.125
Roads & Infrastructure Magazine -,http://www.roadsonline.com.au/,,roadsonline,None,"['info@arrb.com.au', 'https://www.crunchbase.com/organization/australian-road-research-board']","['+61 403 993 443', 'https://www.roadsonline.com.au/advertise/']","['road infrastructure projects', 'road safety projects', 'infrastructure projects', 'major infrastructure projects', 'critical water infrastructure projects', 'large infrastructure projects', 'new freeway projects', 'exciting new projects', 'project works', 'new roads']","[['Robbie Parkes ', 'National Australia Bank_LinkedIn'], 'from linkedin search google']","[['Association'], 'https://www.crunchbase.com/organization/australian-road-research-board']","['Jan 1, 1960', 'https://www.crunchbase.com/organization/australian-road-research-board']",None,None,"[' Victoria Park, Queensland, Australia', 'https://www.crunchbase.com/organization/australian-road-research-board']",None,"['Private', 'https://www.crunchbase.com/organization/australian-road-research-board']",0.0,0.25,0.0,0.0,0.0625
unitracc — UNITRACC - Underground Infrastructure Training ...,https://www.unitracc.com/,,unitracc,None,"['ptc@eitep.de', 'https://www.unitracc.com/aktuelles/news/ptc-2021-moves-to-fully-virtual-with-strong-participation-from-pipeline-operators']",None,"['concrete pipe sewers', 'drain system pipes', 'sewer systems', 'water pipes', 'pipe construction', 'concrete pipes', 'pipe materials', 'drainage pipes', 'pipe joints', 'clay pipes']","['Rob Hango-Zada', 'founder(s)', 'https://www.crunchbase.com/organization/shippt']","[['DeliveryE-CommerceLogisticsShippingSoftware'], 'https://www.crunchbase.com/organization/shippt']","['2014', 'https://www.crunchbase.com/organization/shippt']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/shippt']",None,"['Private', 'https://www.crunchbase.com/organization/shippt']",0.0,0.0,0.0,0.0,0.0
Power Technology: News on Renewable_ Nuclear_ Fossil ...,https://www.power-technology.com/,Get latest & recent news on Power technology. Information on global Energy Industry such as Renewable energy  Nuclear energy  Fossil fuel energy  Technology  Market Data  Health & Safety measures and equipments  Training & Development and Offshore & mining - Power Technology.,power-technology,"['Level  5 , 33 York Street, Sydney, NSW 2000', 'https://www.power-technology.com/contractors/training/dynamiq-emergency/']","['info@power-tec.com.au', 'https://www.crunchbase.com/organization/power-technology-engineered-solutions']","['+61 2 9978 6600', 'https://www.power-technology.com/contractors/training/dynamiq-emergency/']","['power plant systems', 'power systems', 'gas turbine power generation systems', 'power electrical systems', 'power systems communication', 'complete power system engineering', 'power systems use', 'gas turbine power plants', 'wind power projects', 'power projects']","['Michael Reiner Jansen', 'founder(s)', 'https://www.crunchbase.com/organization/power-technology-engineered-solutions']","[['BatteryClean EnergyElectric VehicleElectrical DistributionElectronicsEnergyEnergy ManagementInternet of ThingsPower GridTrading Platform'], 'https://www.crunchbase.com/organization/power-technology-engineered-solutions']","['Jul 1, 2014', 'https://www.crunchbase.com/organization/power-technology-engineered-solutions']",None,None,"[' Mitcham, Victoria, Australia', 'https://www.crunchbase.com/organization/power-technology-engineered-solutions']",None,"['Private', 'https://www.crunchbase.com/organization/power-technology-engineered-solutions']",0.25,0.25,0.375,0.0,0.21875
ティアラ,http://www.vintagetiara.com/,札幌アンティークショップ,vintagetiara,None,"['zoe@openagent.com.au', 'https://www.crunchbase.com/organization/openagent-com-au']",None,"['。 昭和レトログッズ リユースショップティアラです。人気のシルバニアファミリーをメルカリに出品中です。現在では手に入らないシルバニアファミリーのお人形もあります！', '！', 'ジャマイカのシンガーソングライターで、レゲエの先駆者として知られています。こちらのサイズは縦30cm横22cmです。', '現在では手に入らないシルバニアファミリーのお人形もあります！', '。 開催場所はマンション', '。 詳しくはこちら', 'ティアラは札幌市中央区でアンティーク・ビンテージ商品のネット販売をしています。 未分類 ティアラは札幌市中央区でアンティーク・ビンテージ商品のネット販売を行っています', 'nikeやpumaのスポーツウェア大量入荷！', '3 セントポーリア八番館905 不用品や買取も実施中！', '5000円 ティアラは札幌市を中心にアンティーク、骨董品、昭和レトログッズなどの買取と販売をしています。 北海道はアイスの消費率が冬の方が高いとか！']","['Marta Higuera', 'founder(s)', 'https://www.crunchbase.com/organization/openagent-com-au']","[['Commercial Real EstateReal EstateReal Estate Investment'], 'https://www.crunchbase.com/organization/openagent-com-au']","['2012', 'https://www.crunchbase.com/organization/openagent-com-au']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/openagent-com-au']",None,"['Private', 'https://www.crunchbase.com/organization/openagent-com-au']",0.0,0.0,0.0,0.0,0.0
Choose the World's Best Retail POS Software | Vend POS ...,https://www.vendhq.com/,Easily manage and scale your business with retail point of sale systems from Vend. A retail POS system including debit/credit card readers and inventory management.,vendhq,"['Level  1 , 2 Nuffield St Newmarket Auckland 1023', 'https://www.vendhq.com/nz/afterpay']","['vaughan@vendhq.com', 'https://www.crunchbase.com/organization/vendhq']","['1800 982 862', ['Vend Pty Ltd, phone', 'knowledge_panel']]","['vend customers', 'vend vend customers conversion rate', 'vend vend', 'retail stores', 'other retail stores', 'happy vend customers', 'retail store owners', 'customer data', 'inventory customer stories', 'more customers']","['Vaughan Rowsell', 'founder(s)', 'https://www.crunchbase.com/organization/vendhq']","[['E-CommerceEnterprise SoftwarePoint of SaleRetailRetail TechnologySaaSSoftware'], 'https://www.crunchbase.com/organization/vendhq']","['Aug 1, 2009', 'https://www.crunchbase.com/organization/vendhq']",None,None,"[' Auckland, Auckland, New Zealand', 'https://www.crunchbase.com/organization/vendhq']",None,"['Private', 'https://www.crunchbase.com/organization/vendhq']",0.25,0.75,0.375,0.0,0.34375
Tiptopweb - Websites_ CMS_ CRM_ Business Systems ...,https://www.tiptopweb.com.au/,,tiptopweb,None,"['info@webtangle.com.au', 'https://www.crunchbase.com/organization/wabetangle']",None,"['mojo motorcycles dealer portal', 'ten words mojo motorcycles dealer', 'mojo motorcycles dealers', 'tiptopweb sherco motorcycles castlepeake pride', 'barefoot ballet alliance française french film festival', 'wholesale orders system', 'new content management', 'custom additional content management system', 'maison de sainte clair', 'proven innocent kenja communication']","[['Mark D ', 'Business Owner_Gravity Tech'], 'from linkedin search google']","[['ConsultingLegalRoboticsSoftware'], 'https://www.crunchbase.com/organization/wabetangle']","['Jan 1, 2010', 'https://www.crunchbase.com/organization/wabetangle']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/wabetangle']",None,"['Private', 'https://www.crunchbase.com/organization/wabetangle']",0.0,0.0,0.0,0.0,0.0
Best Project Management Software Reviews 2021,https://project-management.com/,Dedicated to provide detailed project management software reviews of web based tools. Also offering reviews of books and training sites.,project-management,"['45-53 Clarence St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.project_management_partners_pty_limited.6aa521d6aa4155114d5bb939ab907520.html']",None,"['None', 'https://www.dnb.com/business-directory/company-profiles.project_management_partners_pty_limited.6aa521d6aa4155114d5bb939ab907520.html']",None,None,"[['YUYA ONO', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.project_management_partners_pty_limited.6aa521d6aa4155114d5bb939ab907520.html']","['Agriculture, IT - Software', 'from_classification_model']","[' 7 August 2019', 'https://opencorporates.com/companies/au/635380282']","['$53.28 million USD', 'https://www.dnb.com/business-directory/company-profiles.project_management_partners_pty_limited.6aa521d6aa4155114d5bb939ab907520.html']",None,"['Australia', 'https://opencorporates.com/companies/au/635380282']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.project_management_partners_pty_limited.6aa521d6aa4155114d5bb939ab907520.html']",0.0,0.0,0.0,0.0
Direct Safety | Lone Worker Safety Solutions | New Zealand ...,https://www.directsafetygroup.com/,"Direct Safety provide leading lone worker solutions including safety 
devices and equipment like alarms  GPS  and apps for safely monitoring lone 
workers._Direct Safety provide leading lone worker solutions including safety devices and equipment like alarms  GPS  and apps for safely monitoring lone workers.",directsafetygroup,"['5 Ryan Pl"",""addressLine2"":""Auckland, Auckland 2104', 'https://www.directsafetygroup.com/temp']","['tom@ditech.net.au', 'https://www.crunchbase.com/organization/direct-injection-technologies']","['+64 9 263 0700', 'https://www.directsafetygroup.com/safeguard']","['employee safety monitoring device', 'worker safety device', 'safety monitoring devices', 'employee safety monitoring', 'lone worker safety devices', 'loner safety monitoring devices', 'worker safety', 'safety monitoring', 'loner employee safety monitoring solutions', 'safety monitoring solutions']",None,"[['Farming'], 'https://www.crunchbase.com/organization/direct-injection-technologies']","['2007', 'https://www.crunchbase.com/organization/direct-injection-technologies']",None,None,"[' Toowoomba, Queensland, Australia', 'https://www.crunchbase.com/organization/direct-injection-technologies']",None,"['Private', 'https://www.crunchbase.com/organization/direct-injection-technologies']",0.25,0.25,0.0,0.0,0.125
jobSAFE - Health and Safety Management Software,https://www.jobsafe.co.nz/,The simple way to manage health and safety in the workplace  jobSAFE is a highly effective system that complies with requirements across New Zealand and Australia.,jobsafe,"['Gary Bryce Conway, 18 Beach Road, Castor Bay, Auckland0620NZ', 'https://opencorporates.com/companies/nz/6565192']","['sales@jobsafe.co.nz', 'https://www.jobsafe.co.nz']","['+64 (21) 1919250', 'https://www.jobsafe.co.nz']","['safety training management', 'hazard management', 'jobsafe audits', 'management tools', 'incident management', 'safety manager', 'safety observations', 'contractor management health', 'businesses', 'safety outcomes']","[['Gary Bryce CONWAY', ' director'], 'https://opencorporates.com/companies/nz/6565192']","['IT - Software, Agriculture', 'from_classification_model']","['23 November 2017', 'https://opencorporates.com/companies/nz/6565192']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/6565192']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/6565192']",0.0,0.25,0.75,0.0,0.25
illion TenderLink: Australia & New Zealand Tenders & e ...,https://illion.tenderlink.com/,Australia & NZ's leading gateway for tenders & contract opportunities. Move your procurement online with illion TenderLink's SaaS e-Procurement Portals - Tendering made easy.,illion.tenderlink,"['G 479 St Kilda Rd Melbourne, VICTORIA, 3004 Australia', 'https://www.dnb.com/business-directory/company-profiles.illion_australia_pty_ltd.05ccc8a951a817d9.html']","['training@tenderlink.com', 'https://illion.tenderlink.com/resources/product-training/']","['+64 21 529 991', 'https://illion.tenderlink.com/resources/partner-services/']","['illion', 'tenderlink services', 'application illion', 'illion group', 'tenderlink subscribers', 'illion tenderlink', 'business opportunities illion', 'tenderlink product training', 'illion tenderlink’s services', 'document download service']","['Philip Brown', 'founder(s)', 'https://www.crunchbase.com/organization/tenderlink']","[['AdvertisingE-CommerceService IndustryTraining'], 'https://www.crunchbase.com/organization/tenderlink']","['1994', 'https://www.crunchbase.com/organization/tenderlink']","['$124.37 million USD', 'https://www.dnb.com/business-directory/company-profiles.illion_australia_pty_ltd.05ccc8a951a817d9.html']",None,"[' Pyrmont, New South Wales, Australia', 'https://www.crunchbase.com/organization/tenderlink']",None,"['Private', 'https://www.crunchbase.com/organization/tenderlink']",0.0,0.25,0.0,0.0,0.0625
