title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
uvex safety Australia | Manufacturer for Personal Protective ...,https://www.uvex-safety.com.au/en/,uvex safety Australia and New Zealand is a manufacturer for personal protective equipment. Learn more about uvex PPE products including safety glasses  hand protection  hearing protection and respiratory protection.,uvex-safety,"['U3 24-28 River Rd Parramatta, NEW SOUTH WALES, 2150 Australia', 'https://www.dnb.com/business-directory/company-profiles.uvex_safety_australia_management_pty_ltd.a9c7d37274c29ca6341b3bcdcfca26c3.html']","['info@uvex.com.au', 'https://www.uvex-safety.com.au/en/media/catalogues-and-brochures/']","['+61 2 9891 1788', 'https://www.uvex-safety.com.au/en/footer/privacy-policy/']","['uvex safety gloves', 'uvex pheos uvex', 'uvex disposable safety gloves', 'uvex safety', 'certified uvex safety gloves', 'uvex safety goggles', 'uvex safety glasses', 'uvex safety eyewear', 'uvex safety australia', 'uvex gloves']","[['Andreas Dammann ', 'Retired_gone sailing ...'], 'None']","[['ManufacturingPublic SafetyRetail'], 'https://www.crunchbase.com/organization/uvex-safety-group']","['Jan 1, 1926', 'https://www.crunchbase.com/organization/uvex-safety-group']","['$351,201 USD', 'https://www.dnb.com/business-directory/company-profiles.uvex_safety_australia_management_pty_ltd.a9c7d37274c29ca6341b3bcdcfca26c3.html']",None,"['Australia', 'https://opencorporates.com/companies/au/616142584']",None,"['Private', 'https://www.crunchbase.com/organization/uvex-safety-group']",0.75,0.25,0.375,0.0,0.34375
Pakaflex UV resistant and Industrial Packaging,https://www.pakaflex.com.au/,Description of Your Site Goes Here.,pakaflex,"['43 -45 Progress Street Dandenong South VIC 3175 Australia', 'https://www.pakaflex.com.au/feedback.htm']","['sales@clickmatix.com.au', 'https://www.crunchbase.com/organization/clickmatix-3de1']","['+61 3 97037800', 'https://www.pakaflex.com.au/Privacy.htm']","['high grade non-food wrap products', 'high quality tapes', 'high quality timber protection products', 'timber wrap', 'film wraps', 'woven timber wrap', 'high grade wrap', 'other tapes', 'breathable timber wraps', 'film products']","[['Andrew Hamer', 'Managing_Director'], 'https://au.linkedin.com/in/andrew-hamer-37044619']","[['Digital MarketingMarketing AutomationSEOWeb Design'], 'https://www.crunchbase.com/organization/clickmatix-3de1']","['Jan 2014', 'https://www.crunchbase.com/organization/clickmatix-3de1']","['$27.2M', 'None']","['$0', 'None']","['Australia', 'https://opencorporates.com/companies/au/105342318']","['129', 'None']","['Private', 'https://www.crunchbase.com/organization/clickmatix-3de1']",0.625,0.25,0.25,0.0,0.28125
DuluxGroup: Home,https://www.duluxgroup.com.au/,,duluxgroup,"['1956 Dandenong Rd Clayton, VICTORIA, 3168 Australia', 'https://www.dnb.com/business-directory/company-profiles.duluxgroup_%28australia%29_pty_ltd.2ac15221efdd5d26ae70f4133c4cfed1.html']","['company.info@duluxgroup.com.au', 'https://www.crunchbase.com/organization/duluxgroup']","['+613 9263 5678', 'https://www.duluxgroup.com.au/contact-us']","['duluxgroup products', 'more duluxgroup', 'duluxgroup', 'duluxgroup nz', 'duluxgroup shareholders', 'duluxgroup limited', 'duluxgroup shares', 'duluxgroup conditions', 'anxiety duluxgroup', 'web.queries@computershare.com.au duluxgroup']","[['PATRICK JONES', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.duluxgroup_%28australia%29_pty_ltd.2ac15221efdd5d26ae70f4133c4cfed1.html']","[['Building Material'], 'https://www.crunchbase.com/organization/duluxgroup']","[' 7 June 1944', 'https://opencorporates.com/companies/au/000049427']","['$265.54 million USD', 'https://www.dnb.com/business-directory/company-profiles.duluxgroup_%28australia%29_pty_ltd.2ac15221efdd5d26ae70f4133c4cfed1.html']",None,"['Australia', 'https://opencorporates.com/companies/au/000049427']",None,"['Public', 'https://www.crunchbase.com/organization/duluxgroup']",0.5,0.25,0.0,0.0,0.1875
SICK Sensor Blog | SICK,https://blog.sick.com/,Concrete insights: Read stories  dive in  and get to grips with Sensor Intelligence.,sick,"['5 Helen St Heidelberg West, VICTORIA, 3081 Australia', 'https://www.dnb.com/business-directory/company-profiles.sick_pty_ltd.70c1eb269b4519b3204199452d0f9e19.html']","['hello@dealsextra.com.au', 'https://www.crunchbase.com/organization/deals-extra']","['+61-394570600', 'https://www.dnb.com/business-directory/company-profiles.sick_pty_ltd.70c1eb269b4519b3204199452d0f9e19.html']",None,"[['David Crossley', 'Managing_Director'], 'https://www.sustainabilitymatters.net.au/content/energy/news/new-managing-director-at-sick-australia-amp-new-zealand-53760041']","[['E-Commerce'], 'https://www.crunchbase.com/organization/deals-extra']","[' 6 August 1995', 'https://opencorporates.com/companies/nz/688324']","['$', 'None']","['$0', 'None']","['New Zealand', 'https://opencorporates.com/companies/nz/688324']","['0', 'None']","['Private', 'https://www.crunchbase.com/organization/deals-extra']",0.0,0.0,0.5,0.0,0.125
GripGuard Non-Slip Floor Safety Experts,https://gripguard.com.au/,"GripGuard is Australia's number one anti-slip safety treatment for wet 
slipper floors - a major cause of workplace slip/fall injuries._GripGuard is Australia's number one anti-slip safety treatment for wet slipper floors - a major cause of workplace slip/fall injuries.",gripguard,"['435 -437 Nepean Hwy, Ground Floor, Frankston, VIC 3199 Australia', 'https://gripguard.com.au/']","['info@frictionsystems.com.au', 'https://www.crunchbase.com/organization/friction-systems-australia']","['+61 3 9787 1964', 'https://gripguard.com.au/about-us']","['floor surface grip guard', 'grip guard anti-slip products', 'grip guard anti-slip treatment', 'grip guard ribbed polymer grip guard', 'grip guard safety stair nosings', 'grip guard ribbed polymer grip guard supplies', 'non-slip floor safety products', 'grip guard', 'grip guard tapes', 'grip guard treatment']","[['GREG CARR', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_the_carr_family_trust.a6fdba995268eb8a22efa65c39430d66.html']","[['Public Safety'], 'https://www.crunchbase.com/organization/friction-systems-australia']","['Sep 2011', 'https://www.crunchbase.com/organization/friction-systems-australia']","['$1.26 million USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_the_carr_family_trust.a6fdba995268eb8a22efa65c39430d66.html']",None,None,None,"['Private', 'https://www.crunchbase.com/organization/friction-systems-australia']",0.25,0.25,0.0,0.0,0.125
Reduce your Risk with Civil Safety Products,http://www.civilsafetyproducts.com.au/,Supply of revolutionary  robust & innovative products extends to Road Plates  Pedestrian & Pit Barriers  Trench Covers  Ground Protection Mats  & Kerb Ramps,civilsafetyproducts,"['NOWRA2541New South WalesAustralia', 'https://opencorporates.com/companies/au/631886701']","['info@civilsafetyproducts.com.au', 'http://www.civilsafetyproducts.com.au/']","['+613-9727-8201', 'http://www.civilsafetyproducts.com.au/']","['civil safety products safety', 'civil safety products australia', 'whs safety reasons civil safety products', 'civil safety products newsletter', 'studies civil safety products', 'mats civil safety products', 'videos civil safety products', 'reliable civil safety products', 'civil safety products subscribe', 'mobility civil safety products']",None,"['Manufacturing, Transport', 'from_classification_model']","['25 February 2019', 'https://opencorporates.com/companies/au/631886701']",None,None,"['Australia', 'https://opencorporates.com/companies/au/631886701']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/631886701']",0.0,0.25,0.0,0.0,0.0625
Safety Link,https://www.safetylink.com/,SafetyLink roof anchors  horizontal lifeline systems  permanent ladders and fall protection equipment. For all your working at heights  roof safety systems  height safety systems and fall arrest equipment and fall protection lifelines.,safetylink,"['54 Bonville Avenue Thornton NSW 2322 Australia', 'https://www.safetylink.com/contact/']","['info@safetylink.org', 'https://www.crunchbase.com/organization/safetylink']","['+61 2 4964 1068', 'https://www.safetylink.com/contact/']","['safetylink height safety systems', 'mounted into steel product code', 'mounted into concrete product code', 'height safety roof anchors', 'concrete mounted frogline system', 'intermediate anchor product code', 'roof safety systems', 'into concrete product code', 'end anchor product code', 'end frogline product code']","[['Robin Ellard', 'Managing_Director'], 'https://au.linkedin.com/in/robin-ellard-bb68918']","[['Security'], 'https://www.crunchbase.com/organization/safetylink']","['Dec 16, 2012', 'https://www.crunchbase.com/organization/safetylink']","['$3.62 million USD', 'https://www.dnb.com/business-directory/company-profiles.safetylink_pty_limited.117a2a04cc910af3d5aa5b71b5ac08b1.html']",None,None,None,"['Private', 'https://www.crunchbase.com/organization/safetylink']",1.0,0.25,0.375,0.0,0.40625
Ravenswood Australia,https://www.ravenswoodaus.com.au/,coatings  ink  paint  resin  food  beverage  petfood  blending  chemical  health  wellness  neutriceuticals  ravenswood  Australia ,ravenswoodaus,"['77 -83 Bayfield Road, Bayswater North, Victoria 3153', 'https://www.ravenswoodaus.com.au/index.php/contact-us']",None,"['+61-397207000', 'https://www.dnb.com/business-directory/company-profiles.flores_nominees_pty_ltd.967e48691ca997a8.html']","['specialist products', 'products', 'innovative products', 'product development', 'iron salts ravenswood', 'zinc salts non dairy whiteners tetra sodium', 'phenolic four blending facilities', 'tapioca ravenswood australia', 'blending', 'coconut fat powders']","[['GRAEME JOHN FOX', 'Managing Director'], 'https://www.dnb.com/business-directory/company-profiles.flores_nominees_pty_ltd.967e48691ca997a8.html']","['Manufacturing, Transport', 'from_classification_model']","['14 October 2020', 'https://opencorporates.com/companies/au/645099289']","['$12.05 million USD', 'https://www.dnb.com/business-directory/company-profiles.flores_nominees_pty_ltd.967e48691ca997a8.html']",None,"['Australia', 'https://opencorporates.com/companies/au/645099289']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.flores_nominees_pty_ltd.967e48691ca997a8.html']",0.625,0.0,0.0,0.0,0.15625
EMC Technologies: Product Certification_ Compliance ...,https://www.emctech.com.au/,EMC  Radio  Safety  SAR  EMR  IP  Environmental Accredited Product Compliance Testing & Approvals. EMC Technologies has 4 Test Labs in AU & NZ.,emctech,"['Unit  18 , 88 Merrindale Drive  Croydon South Victoria 3136', 'https://www.emctech.com.au/contact-enquiries/']","['auklab@ihug.co.n', 'https://www.emctech.com.au/careers/']","['+613 9365 1000', 'https://www.emctech.com.au/']","['emc technologies emc technologies', 'electrical safety testing product compliance testing', 'radio testing emc technologies', 'emc testing services', 'emc testing requirements', 'safety manager emc emc technologies', 'emc technologies test reports', 'product compliance testing services', 'product compliance testing positions', 'product testing']","[['Chris Zombolas', 'CEO'], 'https://www.emctech.jp/en/our-team-2/']","['Nonclassifiable Establishments', 'https://app.avention.com/company/62d00deb-5f07-3429-943f-498c65ca5c10#report/company_summary']",None,None,None,None,None,"['Private Independent', 'https://app.avention.com/company/62d00deb-5f07-3429-943f-498c65ca5c10#report/company_summary']",0.25,0.25,0.75,0.0,0.3125
TLV - Global Gateway,https://www.tlv.com/,Choose your region: North America  Europe  UK  Germany  France  China  Singapore  Malaysia  Korea  Japan  Australia  Latin America  Middle East.,tlv,"['Unit  8 , 137-145 Rooks Road Nunawading, Victoria 3131 Australia', 'https://www.tlv.com/global/AU/']","['erica@aleph.vc', 'https://www.crunchbase.com/organization/aleph-vc']","['+613 9873 5610', 'https://www.tlv.com/global/UK/contact-us/distributors/oceania.html']","['ar de sistemas de tubulação de água', 'de motor de vapor', 'de recuperação de condensado', 'carga de condensado de la perdida de calor', 'condensado de sistemas de ar ou de gás', 'de modelos de productos', 'o ar de sistemas de tubulação de água', 'de água de brinquedo', 'tipos de trampas de', 'de aumento de produção']","['Eden Shochat', 'founder(s)', 'https://www.crunchbase.com/organization/aleph-vc']","[['Business DevelopmentFinancial ServicesVenture Capital'], 'https://www.crunchbase.com/organization/aleph-vc']","['Jul 3, 2013', 'https://www.crunchbase.com/organization/aleph-vc']","['$4.23 million USD', 'https://www.dnb.com/business-directory/company-profiles.tlv_pty_limited.01fec804c078f8ae7f74cb9ada3cb77c.html']",None,"['Australia', 'https://opencorporates.com/companies/au/089091298']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.tlv_pty_limited.01fec804c078f8ae7f74cb9ada3cb77c.html']",0.625,0.25,0.0,0.0,0.21875
PackagingLaw.com |,https://www.packaginglaw.com/,PackagingLaw.com® invites you to submit a question related to the regulations of packaging materials to our Keller and Heckman packaging attorneys.,packaginglaw,"['2015 ”) with SA 4935', 'https://www.packaginglaw.com/news/us-senate-approves-bioengineered-food-labeling-bill']","['keithline@khlaw.com', 'https://www.packaginglaw.com/our-team/jeffrey-keithline']",None,None,"[['Kathryn Coniglio Skaggs ', 'Associate_Keller and ...'], 'from linkedin search google']","['Manufacturing, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
SAA Approvals Australia | SAA Approvals,https://www.saaapprovals.com.au/,SAA Approvals provide accreditation that proves the safety of electrical devices.,saaapprovals,"['U 5 20 RIVERGATE PLACE MURARRIE, QUEENSLAND, 4172 Australia', 'https://www.dnb.com/business-directory/company-profiles.saa_approvals_pty_limited.91e3d606a601657006c85083e5261c62.html']","['info@saaprotocol.com', 'https://www.crunchbase.com/organization/saa-protocol']","['+61 7 3393 9455', 'https://www.saaapprovals.com.au/privacy-policy/']","['saa approved products', 'equipment saa approvals employment', 'saa approvals control', 'general lighting saa approvals', 'electrical products', 'saa certificate', 'saa approvals employment', '申请表和文件 saa approvals', 'saa approvals certification prerequisites', 'non-declared electrical products']","[['MATTHEW GEORGE TOOHEY', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.saa_approvals_pty_limited.91e3d606a601657006c85083e5261c62.html']","['Manufacturing, IT - Software', 'from_classification_model']","['Feb 3, 2020', 'https://www.crunchbase.com/organization/saa-protocol']","['$2.71 million USD', 'https://www.dnb.com/business-directory/company-profiles.saa_approvals_pty_limited.91e3d606a601657006c85083e5261c62.html']",None,"['Australia', 'https://opencorporates.com/companies/au/640591822']",None,"['Private', 'https://www.crunchbase.com/organization/saa-protocol']",0.375,0.25,0.75,0.0,0.34375
Safety HQ - Safety Equipment Stores - Workplace Safety Service,http://www.safetyheadquarters.com.au/,Safety HQ is a collective group of local independently owned safety gear stores with hard-core safety people that offer a total workplace safety solution for their customers,safetyheadquarters,"['Unit  3 , 4 Coglin Street, Hindmarsh, SA 5007', 'http://www.safetyheadquarters.com.au/members/']","['michael.doherty@denstock.com.au', 'http://www.safetyheadquarters.com.au/suppliers/']","['1800-802-506', 'http://www.safetyheadquarters.com.au/suppliers/']","['safety headquarters download pricelists safety hq', 'academy safety unique safety services factory', 'safety hq', 'brady australia safety hq', 'qld safety hq members', 'competitions safety hq members', 'deb australia pty ltd uniform safety signs safety supplies s.a links', 'qld safety hq', 'australia martor australia ballarat safety', 'safety pty ltd mayo']","[['Michelle Baxter', 'CEO'], 'https://www.safeworkaustralia.gov.au/about-us/our-people']","[['ConsultingEducationFitnessHealth Care'], 'https://www.crunchbase.com/organization/strategic-safety-australia']","['2011', 'https://www.crunchbase.com/organization/strategic-safety-australia']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/strategic-safety-australia']",0.25,0.25,0.0,0.0,0.125
NHP Electrical Engineering Products,http://www.nhp.com.au/,NHP – your local choice in specialist electrical and automation products  systems and solutions.,nhp,"['30/34 Day St N, Silverwater NSW 2128', ['NHP Electrical Engineering Products, address', 'knowledge_panel']]",None,"['1300 647 647', 'https://www.nhp.com.au/Catalogs/NHP_AU_Catalog/NHP_AU_Catalog-Categories/NHP_AU_Catalog-217585/NHP_AU_Catalog-796/NHP_AU_Catalog-1019']","['nhp nhp', 'field switching', 'power distribution', 'nhp supplier declaration', 'rockwell automation nhp', 'library power distribution', 'rccbs nl110s power distribution', 'switches field switching', 'sensing requirements', 'rcds signalling devices']","[['Stephen Coop', 'CEO'], 'https://www.theceomagazine.com/executive-interviews/engineering/stephen-coop/']","[['ElectronicsIndustrial AutomationManufacturing'], 'https://www.crunchbase.com/organization/nhp-electrical-engineering-products']","['Jan 1, 1968', 'https://www.crunchbase.com/organization/nhp-electrical-engineering-products']","['$132M', 'None']","['$0', 'None']","['Brunswick Victoria, AU', 'None']","['500', 'None']","['Private', 'https://www.crunchbase.com/organization/nhp-electrical-engineering-products']",0.0,0.25,0.375,0.0,0.15625
