title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
myDr.com.au - Health and Medical Information for Australia,https://www.mydr.com.au/,A comprehensive website for Australian health and medical information including symptoms  diseases  tests  medicines  treatments  nutrition and fitness.,mydr,"['Suite  702 , Level 7, 10-14 Waterloo Street Surry Hills NSW 2010 Australia', 'https://www.mydr.com.au/contact']","['michelle.mansour@tonicmedianetwork.com.au', 'https://www.mydr.com.au/advertising-policy']","['1800 242 141', 'https://www.mydr.com.au/cancer-care/uterine-cancer']","['other breast cancer treatments', 'cancer treatment', 'breast cancer treatment', 'prostate cancer ovarian cancer', 'bowel cancer treatments', 'prostate cancer treatment', 'immediate cancer treatment', 'undergone breast cancer treatment', 'cancer risk', 'breast cancer symptoms']","[['Simon Percival ', 'Senior Account Executive_Adobe'], 'from linkedin search google']","['Healthcare, Agriculture', 'from_classification_model']","['27 June 2005', 'https://opencorporates.com/companies/au/114980880']",None,None,"['Australia', 'https://opencorporates.com/companies/au/114980880']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/114980880']",0.625,0.25,0.0,0.0,0.21875
Elective Recruitment · Elective Recruitment,https://www.elective.com.au/,Experts in building unique career pathways for doctors  medical directors and healthcare professionals. Get in touch today to find out how we can help you!,elective,"['Level  2 , 65-71 Belmore Road, Randwick, NSW 2031', 'https://www.elective.com.au/contact-us']","['info@elective.com.au', 'https://www.elective.com.au/contact-us']","['+61 406 882 013', 'https://www.elective.com.au/contact-us']","['hours health care service', 'health care services', 'health services', 'busy regional health service', 'public health services', 'comprehensive primary health care services', 'extensive health services', 'accessible health services', 'comprehensive community mental health services', 'progressive health service']","[['David Li ', 'Sydney_ New South Wales_ Australia_LinkedIn'], 'None']","['Healthcare, Education', 'from_classification_model']","['22 September 2017', 'https://opencorporates.com/companies/nz/6454178']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/6454178']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/6454178']",0.25,0.25,0.375,0.0,0.21875
Kiddipedia,https://kiddipedia.com.au/,,kiddipedia,"['101 Waterfront Way, Docklands, Melbourne VIC 3008', 'https://kiddipedia.com.au/directory-category/keep-them-busy/']","['privacy@kiddipedia.com.au', 'https://kiddipedia.com.au/privacy-policy/']","['+61 487 111 137', 'https://kiddipedia.com.au/directory/bae-the-label/?cat-slug=clothing-shoes-accessories']","['several children', 'good australia', 'dad parenting websites', 'festival australia free kids school holiday program', 'other parents', 'many other products', 'quality products', 'kay baby carriers australia young', 'numerous parent resources', 'other gift bundles']","[['Rachael Monteleone', 'founder'], 'https://au.linkedin.com/in/rachael-monteleone']","['Arts, entertainment and recreation, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Maybo Training | Creating Positive and Safer Outcomes Since ...,https://www.maybo.com.au/,Maybo helps organisations reduce the risk of behaviours of concern and workplace violence through the provision of accredited  outcome-focused training; eLearning  virtual training  classroom training  blended learning or train the trainer programmes.,maybo,"['PO Box 455 , Roseville, NSW 2069 Australia', 'https://www.maybo.com.au/sector/retail-leisure-and-hospitality/restaurants-2/']","['info@maybo.com.au', 'https://www.maybo.com.au/sector/retail-leisure-and-hospitality/restaurants-2/']","['+61 427 097 133', 'https://www.maybo.com.au/sector/retail-leisure-and-hospitality/restaurants-2/']","['maybo training', 'maybo training services', 'maybo resource centre maybo training', 'maybo training programmes', 'maybo conflict management training', 'skills maybo training', 'housing services maybo training', 'cornwall care maybo training', 'maybo online discover training', 'caretech holdings maybo training']","[['Neil Warwick', 'Managing_Director'], 'https://www.maybo.com.au/about/']","['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.75,0.0,0.3125
Air New Zealand | Kia Kaha Aotearoa_ we're in this together,https://www.airnewzealand.co.nz/,Every journey together should be an enjoyable one. Book Air NZ flights with confidence knowing we're keeping you safe in the air. Your wellbeing is important to ...,airnewzealand,"['185 Fanshawe St Auckland, AUCKLAND, 1010 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.air_new_zealand_limited.d25001118bc0dc80c664ae5aa1a6f8b4.html']","['sinreservations@airnz.co.nz', 'https://www.crunchbase.com/organization/air-new-zealand']","['+64 9 336 2607', 'https://www.airnewzealand.co.nz/shareholder-communication']","['new zealand', 'air new zealand', 'new zealand bookings', 'new zealand domestic travel', 'new zealand airports', 'air new zealand limited', 'new zealand email', 'new zealand enjoy', 'domestic new zealand air', 'new zealand history']","[['Jonathan Parker MASON', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.air_new_zealand_limited.d25001118bc0dc80c664ae5aa1a6f8b4.html']","[['Air TransportationLeisureTourismTravel'], 'https://www.crunchbase.com/organization/air-new-zealand']","['Apr 1, 1940', 'https://www.crunchbase.com/organization/air-new-zealand']","['$3.79 billion USD', 'https://www.dnb.com/business-directory/company-profiles.air_new_zealand_limited.d25001118bc0dc80c664ae5aa1a6f8b4.html']",None,"[' Auckland, Auckland, New Zealand', 'https://www.crunchbase.com/organization/air-new-zealand']",None,"['Private', 'https://www.crunchbase.com/organization/air-new-zealand']",0.75,0.25,0.0,0.0,0.25
NZRelo -The Home of Kiwis in Australia & Relocating to ...,https://www.nzrelo.com/,NZRelo The Home of Kiwis in Australia & Moving to Australia is the greatest website specifically built for New Zealanders relocating - Citizenship Advice  ...,nzrelo,"['89 Sovereign Dr Two Rocks, Western Australia, 6037 Australia', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']","['renei@nzrelo.com.au', 'https://www.nzrelo.com/reece-adams-fund/']","['+61407505997', 'https://www.nzrelo.com/forums/reply/1041487/']","['new zealand roads', 'new zealand driving times', 'forums new zealand', 'new zealand driving holidays', 'amazing scenery new zealand', 'new south', 'new south wales', 'drivers', 'victoria new zealand rental cars reply', 'primary school australia rental cars driving restrictions australia toyota rav4']","[['Mark Berger', 'founder'], 'https://www.nzrelo.com/nzrelo-brings-on-kiwi-finance-specialist-budget-advisor-for-their-members/']","['Employment Services', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']","['22 February 2017', 'https://opencorporates.com/companies/nz/6241687']","['2.2M', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/6241687']","['6', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']","['Private Independent', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']",0.375,0.25,0.375,0.0,0.25
Latest breaking news headlines | 7NEWS.com.au,https://7news.com.au/,7NEWS brings you the latest local Australian and breaking world news as well as latest sport  politics  entertainment and weather headlines.,7news,"['02 ) 9879 7775 Showroom 445 Victoria Road Gladesville NSW 2111', 'https://coupons.7news.com.au/catwalk']","['contactus@alannahhill.com.au', 'https://coupons.7news.com.au/alannah-hill']","['+613 8420 0388', 'https://coupons.7news.com.au/alannah-hill']","['coupons discount codes', 'catwalk discount codes', 'bundarra discount codes', 'autograph fashion discount codes', 'elite supps coupon codes', 'alannah hill discount codes', 'elite supps discount codes', 'noni b discount codes', 'sheridan factory outlet discount codes', 'platypus shoes discount codes']","[['Craig McPherson', 'Managing_Director'], 'https://en.wikipedia.org/wiki/Seven_News']","[['MessagingNewsSearch Engine'], 'https://www.crunchbase.com/organization/yahoo-4']","['1994', 'https://www.crunchbase.com/organization/yahoo-4']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/yahoo-4']",0.25,0.25,0.0,0.0,0.125
Southgate Medical Centre,https://southgatemedical.com.au/,Southbank Medical Centre | Doctor Melbourne  The First & Most Respected Practice In Southbank  Melbourne. We are a state of the art medical facility. Our team of caring southbank doctors & GP’s share a wealth of experience & are committed to providing personalised & expert care and advice.,southgatemedical,"['3 Southgate Ave Southbank VIC 3006', 'https://southgatemedical.com.au/change-coming-for-cervical-screening/']","['clinic@southgatemedical.com.au', 'https://southgatemedical.com.au/contact/']","['1300 582 113', 'https://southgatemedical.com.au/about/']","['good eye health', 'other health issues', 'skin cancer treatment', 'common health issues', 'good mental health', 'health risks', 'good health', 'other serious health issues', 'mental health conditions', 'other medical conditions']","[['MARTIN FOX', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.southgate_medical_pty_ltd.e13a4b653f9a68f9dab535e7da4162f1.html']","['Healthcare, Education', 'from_classification_model']",None,"['$639,000 USD', 'https://www.dnb.com/business-directory/company-profiles.southgate_medical_pty_ltd.e13a4b653f9a68f9dab535e7da4162f1.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.southgate_medical_pty_ltd.e13a4b653f9a68f9dab535e7da4162f1.html']",1.0,0.25,0.0,0.0,0.3125
Australian Doctor,https://www.ausdoc.com.au/,Australian Doctor is a leading publication of headlines and medical and political news for Australian General Practitioners.,ausdoc,"['Level  2 , 26-32 Pyrmont\xa0Bridge Road Pyrmont NSW 2009', 'https://www.ausdoc.com.au/privacy']",None,"['+61 2 8484 0666', 'https://www.ausdoc.com.au/form/advertise-us']","['such third party information', 'such information', 'other websites', 'personal information', 'australian doctor group network websites', 'information', 'more information', 'accurate information', 'current information', 'correct information']","[['GREGORY MARK LEVER', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.ausdoc_group_pty_limited.752fce949c9e1d6f.html']","['Healthcare, Education', 'from_classification_model']","['10 March 2020', 'https://opencorporates.com/companies/au/639658021']","['$1.68 billion USD', 'https://www.dnb.com/business-directory/company-profiles.ausdoc_group_pty_limited.752fce949c9e1d6f.html']",None,"['Australia', 'https://opencorporates.com/companies/au/639658021']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.ausdoc_group_pty_limited.752fce949c9e1d6f.html']",0.5,0.25,0.0,0.0,0.1875
Warana Medical – Centre,https://waranamedical.com.au/,,waranamedical,"['1 Main Drive, Warana, QLD 4575', 'https://waranamedical.com.au/']","['info@oho.qld.gov.au', 'https://waranamedical.com.au/index.php/patient-information/']","['+61 2 6261 3305', 'https://waranamedical.com.au/index.php/service/emergency-service/']","['available appointment times', 'bulk billing medical centre warana medical centre', 'warana medical centre', 'warana medical dr jeremy duddridge slider uncategorized', 'appointments', 'warana medical', 'medical centre', 'medical centre book', 'other patients', 'health care card holders']","[['LUBA MALECKY', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.warana_medical_pty_ltd.88675909258ccd547917c34325357a62.html']","['Healthcare, Education', 'from_classification_model']",None,"['$238,596 USD', 'https://www.dnb.com/business-directory/company-profiles.warana_medical_pty_ltd.88675909258ccd547917c34325357a62.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.warana_medical_pty_ltd.88675909258ccd547917c34325357a62.html']",1.0,0.25,0.0,0.0,0.3125
Warragul Specialist Centre - expert specialists and allied ...,https://warragulspecialistcentre.com.au/,We are an outstanding facility for local residents of the Baw Baw Shire. Our doctors' and allied health professionals' credentials  modern facilities and helpful support team underpin our quality promise.,warragulspecialistcentre,"['197-199 SUTTON STREET WARRAGUL, VICTORIA, 3820 Australia', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_warragul_specialist_centre_trust.6eea12a6e29d3683ed5e7828ee4e592e.html']","['covid19@warragulspecialistcentre.com.au', 'https://warragulspecialistcentre.com.au/']","['+613 9492 7255', 'https://warragulspecialistcentre.com.au/specialists/']","['other mental health services', 'headtohelp mental health hubs', 'adult mental health patients', 'warragul specialist centre warragul', 'headtohelp hub services', 'care services', 'mental health support', 'health care', 'mental health conditions', 'other health care providers']",None,"['Healthcare, Agriculture', 'from_classification_model']",None,"['$115,825 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_warragul_specialist_centre_trust.6eea12a6e29d3683ed5e7828ee4e592e.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_warragul_specialist_centre_trust.6eea12a6e29d3683ed5e7828ee4e592e.html']",0.75,0.25,0.0,0.0,0.25
Goulburn Health Hub: GP Practice and Specialist Centre in ...,https://www.goulburnhealthhub.com/,"Goulburn Health Hub is a GP and Specialist Centre. For appointments  book 
online or contact us at 0248161500._Goulburn Health Hub is a GP and Specialist Centre. For appointments  book online or contact us at 0248161500.",goulburnhealthhub,"['35 Montague St  Goulburn, NSW 2580', 'https://www.goulburnhealthhub.com/']","['kristy@goulburnhealthhub.com', 'https://www.goulburnhealthhub.com/news']","['+612 4856 8930', 'https://www.goulburnhealthhub.com/contact']","['dr', 'dr khan', 'dr chan', 'dr kaur', 'dr ninio', 'dr saeid', 'dr pender', 'dr kumar', 'dr gibbs', 'dr borire']",None,"['Healthcare, Agriculture', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
Educare: Child Psychology Services in Charlestown_ Newcastle,https://www.educare.net.au/,We provide child psychology  paediatrics  speech pathology  occupational therapy and behavioural therapy services in Charlestown  Newcastle.,educare.net.au,"['Level  3 , 28 Smart Street Charlestown NSW 2290', 'https://www.educare.net.au/contact/']","['office@educare.net.au', 'https://www.educare.net.au/']","['+61414788898', 'https://www.educare.net.au/about/']","['other children', 'many children', 'young children', 'child centred family assessments', 'child psychiatrist', 'complex children', 'australian children', 'treatment children', 'most children', 'young children emotions']","[['Adrian Rokman', 'founder'], 'https://au.linkedin.com/in/adrian-rokman-5a6645123']","[['Telecommunications'], 'https://www.crunchbase.com/organization/aarnet']","['1989', 'https://www.crunchbase.com/organization/aarnet']",None,None,"['Australia', 'https://opencorporates.com/companies/au/630105912']",None,"['Private', 'https://www.crunchbase.com/organization/aarnet']",0.25,0.25,0.0,0.0,0.125
Upwey Doctors: Home,https://www.upweydoctors.com.au/,,upweydoctors,"['78 -80 Main Street Upwey, Victoria 3158', 'https://www.upweydoctors.com.au/clinic-policies/']","['finu@upweydoctors.com.au', 'https://www.upweydoctors.com.au/contact/']","['+613 9754 7566', 'https://www.upweydoctors.com.au/uncategorized/814/']","['personal health information', 'private health insurance patients', 'health information', 'health services', 'medical specialists patients', 'health care needs', 'other health service providers', 'other patients', 'other health care complaints', 'health service providers']","[['Dr. Varghese Zachariah', 'Managing_Director'], 'https://www.upweydoctors.com.au/dr-varghese-zachariah/']","['Healthcare, Education', 'from_classification_model']",None,"['$1.64 million USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_upwey_doctors_practice_trust.cd8a10e2be1242d3195caf9bb74b881e.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_upwey_doctors_practice_trust.cd8a10e2be1242d3195caf9bb74b881e.html']",0.625,0.25,0.0,0.0,0.21875
Waikato Allergy Clinic,https://waikatoallergyclinic.co.nz/,Company Name - Hamilton. Company Message,waikatoallergyclinic,"['PO Box 99354, Newmarket Epsom, AUCKLAND 1023', 'https://waikatoallergyclinic.co.nz/allergy-contacts']",None,"['+647 957 4924', 'https://waikatoallergyclinic.co.nz/allergy-contacts']","['waikato allergy clinic', 'auckland allergy clinic', 'food allergy', 'allergic reactions', 'allergy', 'medicalert dr allen liang waikato allergy clinic', 'food related allergies', 'egg allergy waikato hospital eczema specialist clinic', 'allergies', 'specific allergies']",None,"['Healthcare, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
