search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Compliance management software australia,CMS Transport Systems: Transport Software | Freight2020,https://transportsystems.com.au/,The leading transport software solution in Australia  the Freight2020 transport management system is developed and supported by CMS Transport Systems.,transportsystems,"['Level  7 , 5 Queens Rd Melbourne 3004 Victoria Australia', 'https://transportsystems.com.au']","['info@transportsystems.com.au', 'https://transportsystems.com.au/terms-of-use/']","['+61 3 9699 7988', 'https://transportsystems.com.au']","['freight2020 payroll freight2020', 'freight2020 transport management solutions', 'freight2020 freight2020 user case studies', 'cms freight2020 customers', 'freight2020 transport software', 'freight2020 systems', 'freight2020 system development', 'new freight2020 users', 'freight2020 use', 'freight2020 users']",None,"['Manufacturing, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Compliance management software australia,VendorPanel,https://www.vendorpanel.com/,Looking for cloud-based procurement management software solutions for your organisation? Get access to this flexible  robust and easy to use platform.,vendorpanel,"['Level  2 , 360 Little Collins St Melbourne, VIC 3000 Australia', 'https://www.vendorpanel.com/contact-us']","['chris.r@vendorpanel.com', 'https://www.vendorpanel.com/blog/how-long-tail-spend-can-unlock-social-procurement']","['+61 2 9056 4050', 'https://www.vendorpanel.com/contact-us']","['local procurement processes', 'local government procurement', 'technology social procurement', 'social procurement decisions', 'australian procurement technology company vendorpanel', 'procurement', 'social procurement part', 'procurement teams', 'government procurement', 'social procurement targets']","[['Chris Roe ', 'Melbourne_ Victoria_ Australia ..._LinkedIn'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Compliance management software australia,Momentum Systems: Quality Management Software based on ...,https://www.momentumsystems.com.au/,Portfolio. Quality Management · Environment Health & Safety Management · Food Safety Management · Document Control · Compliance Management; ISO.,momentumsystems,"['8 , 2-4 Station Street Mooroolbark Victoria 3138 Australia', 'https://www.momentumsystems.com.au/privacy-policy/']","['contactus@momentumsystems.com.au', 'https://www.momentumsystems.com.au/contact-us/']",None,"['momentum qms leading medical device manufacturer selects momentum let momentum', 'momentum qms oh&s systems', 'momentum qms forms', 'momentum qms leading medical device manufacturer selects momentum', 'sector selects momentum qms', 'contactus@momentumsystems.com.au momentum qms', 'momentum qms oh&s', 'configuration momentum qms', 'momentum qms configure document control software month', 'momentum qms foster collaboration']",None,"['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Compliance management software australia,Arventa,https://www.arventa.com.au/,Arventa is a leading provider of powerful risk management cloud based systems. ... Arventa solutions serve more than 2 500 customers Australia wide and we ...,arventa,"['505 , Canberra City ACT 2601', 'https://www.arventa.com.au/']","['info@arventa.com.au', 'https://www.arventa.com.au/privacy-policy']","['1300 673 700', 'https://www.arventa.com.au/']","['personal information', 'tools personal information', 'information', 'such information', 'risk information', 'safety information', 'sensitive information', 'health information', 'relevant information', 'biometric information']","[['Ian Brightwell ', 'Principal Consultant_DH4 Pty Limited'], 'from linkedin search google']","['Finance and insurance, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Health and safety software australia,Safety Navigator,https://www.safetynavigator.com.au/,Real time reports & Risk Rating shows compliance status. Safety Navigator Resources. Full suite of online WHS forms and tools.,safetynavigator,"['PO Box 2913 Taren Point, NSW 2229', 'https://www.safetynavigator.com.au/Service-Providers/Security-Systems-and-Personnel.aspx']","['db@icucameras.com.au', 'https://www.safetynavigator.com.au/Service-Providers/Security-Systems-and-Personnel.aspx']","['+61 2 8241 5688', 'https://www.safetynavigator.com.au/default.aspx?d=1975184']","['safety navigator', 'safety navigator site', 'safety navigator modules', 'safety navigator lite', 'safety navigator system access product', 'safety navigator member', 'a. safety navigator', 'b. safety navigator', 'safety navigator cannot', 'safety queensland']",None,"['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Health and safety software australia,myosh OHS - Safety Management Software - Health & Safety ...,https://myosh.com/,myosh - Safety Management Software - Fast  reliable  global health & safety software. Flexible safety software with over 100 customisable OHS Modules.,myosh,None,"['support@myosh.com', 'https://myosh.com/modules/injury-management/']","['1300 469 674', 'https://myosh.com/modules/injury-management/']","['worker safety', 'increased worker safety', 'safety related information', 'safety information', 'work safety', 'myosh training safety', 'workplace safety', 'safety risks', 'myosh safety management software', 'personal service workers']","[['Tony Woods ', 'Business Development Manager ..._LinkedIn'], 'from linkedin search google']","['Mining, oil and gas, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Health and safety software australia,WHS Monitor: Work Health and Safety Compliance ...,https://www.whsmonitor.com.au/,WHS Monitor is a cloud-based work health and safety compliance management software helping organisations effectively comply with their WHS obligations.,whsmonitor,"['02 ) 6287 6965    Mailing Address  GPO BOX 505 Canberra City ACT 2601', 'https://www.whsmonitor.com.au/company/contact-us']","['info@whsmonitor.com.au', 'https://www.whsmonitor.com.au/company/contact-us']","['1300 082 021', 'https://www.whsmonitor.com.au/company/contact-us']",None,"[['Joseph Nelmes ', 'Barker College_Sydney_ Australia'], 'from linkedin search google']","['Healthcare, Education', 'from_classification_model']","['2013', 'https://www.owler.com/company/employmenthero']",None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
"Governance, Risk and Compliance software australia",Protiviti - United States |,https://www.protiviti.com/US-en,Learn about how at Protiviti  we come together to share diverse ideas and experiences  grow professionally and personally  and collaborate to create a better ...,protiviti,None,None,None,"['business risk management', 'other risk management functions', 'model risk management', 'risk management systems', 'operational risk management', 'risk management functions', 'risk management program', 'risk management practices', 'risk management experience', 'risk processes']","[['Alejandro Pedroza ', 'Manager_Protiviti Australia'], 'from linkedin search google']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Incident management software australia,PeopleTray,http://www.peopletray.com/,Safety and compliance software that includes Project  Team and Contractor management in a single online system. Capture inspections  pre-starts and ...,peopletray,"['375 Charles Street North Perth, WA 6006', 'http://www.peopletray.com/contact/']","['support@peopletray.com', 'http://www.peopletray.com/privacy-statement/']","['+61 (0) 419 949 210', 'http://www.peopletray.com/explore-the-user-interface-fast-start/']","['step peopletray', 'workflow peopletray', 'open peopletray', 'peopletray', 'peopletray services', 'peopletray customers', 'peopletray system', 'administrators peopletray', 'peopletray app', 'menu peopletray']","[['Warren Cook ', 'Global Mining Business Director ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,Global Risk Consulting: GRC,https://globalriskconsulting.co.nz/,chris.kumeroa@globalrisk.co.nz ... Global Risk Consulting is an enterprise risk management company that provides a range of high level services  advice and ...,globalriskconsulting,None,"['chris.kumeroa@globalrisk.co.nz', 'https://globalriskconsulting.co.nz/']","['+6421 144 5003', 'https://globalriskconsulting.co.nz/?page_id=2945']","['security risk management', 'security risk', 'leading security risk management consultancy', 'security management systems', 'security management practice', 'risk management process', 'detailed security management plans', 'security plans', 'presentation security training management', 'security teams']","[['Chris Kumeroa ', 'Board Trustee_Te Whawhaki ...'], 'from linkedin search google']","['Manufacturing, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
GRC software new zealand,Home — Office of the Auditor-General New Zealand,https://oag.parliament.nz/,... of the Auditor-General  100 Molesworth Street  Thorndon  Wellington 6011 | + 64 4 917 1500 | enquiry@oag.parliament.nz · Â© crown copyright 2001-2020.,oag.parliament.nz,"['PO Box 3928 Wellington 6140', 'https://oag.parliament.nz/about-this-site/']","['asdadmin@oag.parliament.nz', 'https://oag.parliament.nz/contact-us']","['+64 4 917 1500', 'https://oag.parliament.nz/about-this-site/']","['public sector organisations', 'other public organisations', 'other public sector staff', 'public organisations', 'public sector performance', 'public sector audits', 'many public organisations', 'public sector accountability', 'public sector employees', 'auditing public organisations']","[['Kristin Aitken ', 'Sector Manager_ Local Government ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,PRWire: Press release distribution_ media and news distribution,https://prwire.com.au/,PRWire is Australia's news wire for company announcements and media releases.,prwire,"['104 /8 Century Cct Baulkham Hills, NSW 2153 Australia', 'https://prwire.com.au/termsOfUse']","['sarah.oleary@myosh.com', 'https://prwire.com.au/pr/73469/10-steps-to-a-mentally-healthy-workplace']","['+61 434 752 233', 'https://prwire.com.au/print/bai-communications-announces-changes-to-its-board-of-directors']","['other microsoft business systems', 'business solutions', 'more businesses', 'energy management solution', 'business people', 'australian businesses', 'australian business software specialist barhead', 'energy solution providers', 'business critical applications', 'business users']","[['Adam Kain ', 'Regional Sales Manager ANZ ..._LinkedIn'], 'from linkedin search google']","['Utilities, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,Award Winning Online Compliance Training | GRC Solutions ...,https://grcsolutions.co/,GRC Solutions leads in online compliance training in legal compliance  risk management & ethics. Check our award-winning Salt Compliance online courses.,grcsolutions,"['Suite  212 , 838 Collins Street Melbourne VIC 3008 Australia', 'https://grcsolutions.co/elearning/adaptive-elearning-lcms-2/']","['contactus@grcsolutions.co', 'https://grcsolutions.co/elearning/adaptive-elearning-lcms-2/']","['+61 437 549 786', 'https://grcsolutions.co/elearning/adaptive-elearning-lcms-2/']","['online compliance training courses', 'compliance training program', 'legal compliance training', 'online compliance training', 'effective compliance training program', 'compliance training products', 'appropriate compliance training', 'compliance grc solutions', 'existing compliance training programs', 'training courses']","[['Louis Kapeleris ', 'Commercial Manager_GRC ...'], 'from linkedin search google']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,PwC New Zealand,https://www.pwc.co.nz/,PwC New Zealand employs over 1600 people and has offices in the Auckland  Waikato  Hawkes Bay  Wellington  Canterbury and Otago regions. Our people ...,pwc,"['Level  27 15 Customs Street West Auckland 1010', 'https://www.pwc.co.nz/contact-us/moving-to-pwc-tower-at-commercial-bay.html']","['privacy-officer@nz.pwc.com', 'https://www.pwc.co.nz/privacy.html']","['+64 21 840 106', 'https://www.pwc.co.nz/about-us/our-leaders.html']","['new zealand businesses', 'other pwc new zealand websites', 'new zealand', 'new zealand organisations', 'pwc new zealand', 'new zealand health', 'high profile new zealand public sector business cases', 'new zealand cyber security', 'new zealand entities', 'new zealand cities']","[['Saurav Malhotra ', 'PwC New Zealand_LinkedIn'], 'from linkedin search google']","['Transport, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,Vault | Workforce Performance & Protection Technology,https://www.vaultintel.com/,Vault technology enables businesses to efficiently manage  locate  connect  communicate and protect their workers while driving workforce performance.,vaultintel,"['Level  1 , 106 Wrights Road Christchurch, 8024 New Zealand', 'https://www.vaultintel.com/legal/privacy-policy']","['support@vaultintel.com', 'https://www.vaultintel.com/legal/terms-of-service']","['+61 4 1791 6368', 'https://www.vaultintel.com/distributors-directory/aquarius-global']","['vault services', 'vault solo', 'vault solo workers', 'vault service', 'vault customers', 'vault partner', 'vault solo user agreement level', 'such vault content', 'vault enterprise', 'vault products']","[['Stephen Mummery ', 'Sales Director AUS NZ SGP ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,Parapet Integrated Risk Management,https://parapet.com/,Parapet Integrated risk management (IRM) helps you manage your enterprise's risks  compliance  audit  health and safety in one place.,parapet,"['166 Featherston Street Wellington New Zealand', 'https://parapet.com/ContactUs']","['customers@parapet.com', 'https://parapet.com/ContactUs']","['+64 27 5378766', 'https://parapet.com/ContactUs']",None,"[['Richard SILTALA ', 'Construction Site Manager_Bau ...'], 'from linkedin search google']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,Home NZ | Zurich New Zealand,https://www.zurich.co.nz/,Zurich New Zealand works to help business customers understand and protect themselves from risk by providing comprehensive insurance solutions.,zurich,"['PO Box 10 -845 Wellington 6143 New Zealand', 'https://www.zurich.co.nz/about-us.html']","['coj10@calva.com', 'https://www.zurich.co.nz/claims/overseas-claims-agents.html']","['+64 9 928 8019', 'https://www.zurich.co.nz/brokers/contacts.html']","['zurich risk engineers', 'zurich insurance', 'zurich motor insurance', 'zurich insurance group', 'zurich australian insurance', 'zurich motor insurance customers', 'zurich professional indemnity insurance', 'zurich lily wong zurich marine', 'port operators liability insurance zurich risk room', 'engineering plant insurance policy zurich']","[['Jason Henry ', 'Australia and New Zealand_LinkedIn'], 'from linkedin search google']","['Finance and insurance, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,Diligent Corporation | A Modern Governance Company,https://diligent.com/,Diligent  a modern governance company  is the only comprehensive governance software provider featuring tools to improve and simplify modern day ...,diligent,"['Suite  8 .02, Level 8, 333 George Street, Sydney, NSW 2000', 'https://diligent.com/diligent-data-controllers']","['marketing@diligent.com', 'https://diligent.com/nl/privacy/']","['1800 646 207', 'https://diligent.com/au/']","['board meetings', 'public board meetings', 'school board members', 'board meeting software', 'de board portal', 'school board meeting minutes', 'make board', 'board governance', 'successful school board meetings', 'board directors']","[['Andrew Carrick ', 'Diligent Corporation_LinkedIn'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,ecoPortal: Online Health and Safety Software,https://www.ecoportal.com/,Manage health  safety  environment and risks in one integrated platform. This online risk management software is trusted by leading New Zealand companies.,ecoportal,"['Level  1 , 221 Symonds Street Eden Terrace, Auckland New Zealand', 'https://www.ecoportal.com/contact/']","['team@ecoportal.co.nz', 'https://www.ecoportal.com/contact/']","['+64 9 630 6951', 'https://www.ecoportal.com/contact/']","['effective safety management systems', 'safety information', 'safety incidents', 'safety culture', 'health organisations', 'good safety', 'safety professionals', 'safety standards', 'safety needs', 'safety procedures']","[['Demian Seidel ', 'Business Development Manager_ecoPortal ...'], 'from linkedin search google']","['Healthcare, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,Aon NZ - NZ's leading insurance broker,https://www.aon.co.nz/,Aon is New Zealand's leading insurance broker and provider of risk management services.,aon,"['PO Box 1184 Auckland 1140', 'https://www.aon.co.nz/About-Aon/Aon-Privacy-Policy']","['neil.gravestock@aon.com', 'https://www.aon.co.nz/Specialty/Risk-Management-Services-Insurance-Aon-insurance']","['+64 9 362 9118', 'https://www.aon.co.nz/Specialty/Risk-Management-Services-Insurance-Aon-insurance']","['aon new zealand', 'business insurance policies', 'new zealand business', 'specific insurance risks', 'aon insurance', 'business interruption insurance', 'aon brokers', 'insurance cover', 'aon insurance broker', 'aon nz']","[['Kevan Johnston ', 'Managing Director_Aon'], 'from linkedin search google']","['Finance and insurance, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
GRC software new zealand,IntelligenceBank: Digital Asset Management_ Marketing ...,https://www.intelligencebank.com/,Digital Asset Management Software  Marketing Operations Software  Online Brand Guidelines  Board & Meeting Governance Tools  DAM Software and GRC ...,intelligencebank,"['Level  3 , 70 City Road Southbank, VIC 3006 Australia', 'https://www.intelligencebank.com/privacy']","['sarah.fullerton@intelligencebank.com', 'https://www.intelligencebank.com/blog/intelligencebank-announces-49-percent-december-growth']","['+61 3 8618 7800', 'https://www.intelligencebank.com/contact']","['content marketing processes', 'content marketing management', 'marketing project management', 'marketing process', 'marketing content', 'creative project management marketing disclaimer engine', 'marketing projects', 'large marketing teams', 'marketing workflow processes', 'several marketing teams']","[['Nicki Collins ', 'Senior Customer Success Manager ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Mining, oil and gas', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OH&S software new zealand,AccuWeather: Local_ National_ & Global Daily Weather Forecast,https://www.accuweather.com/,AccuWeather has local and international weather forecasts from the most accurate weather forecasting technology featuring up to the minute weather reports.,accuweather,None,None,None,None,"[['Justin Meyers ', 'Head of Sales_ A/NZ_Experian Asia ...'], 'from linkedin search google']","['IT - Software, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Incident management software new zealand,Health & Safety Monitoring Software - Safety Monitor,https://safetymonitor.nz/,Safety Monitor will help you manage your health & safety procedures. Optimise your business with our health & safety software. Contact us today.,safetymonitor.nz,"['23 Union Street, Freemans Bay, Auckland 1011 New Zealand', 'https://safetymonitor.nz/privacy/']","['support@safetymonitor.nz', 'https://safetymonitor.nz/terms/']","['+64 (9) 889 6822', 'https://safetymonitor.nz/privacy/']","['safety monitor safety monitor', 'contact safety monitor safety monitor', 'safety monitor limited', 'safety monitor general terms', 'safety monitor limited terms', 'unlimited checks safety monitor', 'easier safety monitor general terms', 'other websites', 'terms', 'modified terms']",None,"['IT - Software, Transport', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Educational Systems australia,Study abroad at a High School in Australia - Highschool ...,https://www.high-school-australia.com/,Highschool Australia is the high school study abroad specialist for Australia and New Zealand. We provide individual advice on which high schools in Australia ...,high-school-australia,"['17 Ambrose Way, North Mackay, QLD 4740', 'https://www.high-school-australia.com/schools/mackay-christian-college/']","['info@highschool-australia.de', 'https://www.high-school-australia.com/privacy-statement/']","['+61 7 3040 2826', 'https://www.high-school-australia.com/privacy-statement/']","['high school students', 'senior high school students', 'sports high school cronulla high school sandringham college frankston high school', 'high school australia', 'high school sunshine beach state high school', 'many high schools', 'canberra high school coolum state high school townsville grammar school', 'school year', 'state high school private school', 'other schools']","[['Richard Derigo ', 'Prairiewood High School_Australia'], 'from linkedin search google']","['Education, Construction', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Educational Systems australia,Study Abroad & Overseas Education | IDP Global,https://www.idp.com/global,"International education experts. Haley Hollandsworth  Studying in Australia. ""I cannot recommend the IDP team highly enough. They took the time to find ...",idp,"['Level  8 535 Bourke Street MELBOURNE 3000 Victoria Australia', 'https://www.idp.com/global/privacy-policy/']","['privacyofficer@idp.com', 'https://www.idp.com/global/privacy-policy/']","['+61 2 9284 9666', 'https://www.idp.com/global/privacy-policy/']","['new international students', 'university students', 'other international students', 'many international students', 'uk international students', 'other idp students', 'many international student events', 'most international students', 'international student groups', 'undergraduate international students']","[['Anne Simonds ', 'Australia and New Zealand_LinkedIn'], 'from linkedin search google']","['Education, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,JS Easy...Job safety...Easy,https://www.jseasy.com.au/,Not from Australia? Select the flag of your region to learn about and/or purchase JSEAsy software best suited to you. Find Out More. US. AU. CA. NZ. UK ...,jseasy,None,"['sales@jseasy.com.au', 'https://www.jseasy.com.au/']","['+61 8 7079 0512', 'https://www.jseasy.com.au/shop/whs%20statutory%20declaration/whs%20documentation%20-%20customised/page/shop/detail']","['whs form', 'whs safety policy', 'whs policy product code', 'whs policy', 'whs', 'whs compliance', 'whs policy statement', 'whs forms product code', 'whs manual', 'whs manual premium']","[['Timothy Cheng ', 'Director_General Manager ...'], 'from linkedin search google']","['Agriculture, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
OHS software australia or newzealand,enableHR: HR Software & HRIS system in Australia & New ...,https://www.enablehr.co.nz/,HR made simple. enableHR is the people-management platform businesses use to boost performance  take care of compliance and create culture. Get Started.,enablehr,None,"['support@enablehr.com', 'https://www.enablehr.co.nz/login/']","['1300 453 514', 'https://www.enablehr.co.nz/blog/absenteeism-in-the-workplace-addressing-the-sickie-culture/']","['new employees', 'hr processes hr', 'employee management', 'employees', 'employee records', 'other employees', 'new employees health', 'most new zealand employee workplace entitlements', 'employee safety', 'employee stress']","[['Renee Makoni ', 'Australia & New Zealand_enableHR'], 'from linkedin search google']","['Utilities, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
