title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Home Networking Solutions - D-Link Australia New Zealand,https://www.dlink.com.au/,,dlink,"['6 -10 Talavera Road North Ryde NSW 2113 Australia', 'https://www.dlink.com.au/contactus']","['askus@au.fujitsu.com', 'https://www.crunchbase.com/organization/fujitsu-australia']","['1300 100 100', 'https://www.dlink.com.au/common/wheretobuy']","['wi fi systems', 'ac wi', 'usb wi', 'smart home devices', 'mimo wi', 'central wi', 'fi baby', 'wireless networks', 'comprehensive home network protection', 'multiple network cameras']","[['Domenic TORRE', ' director'], 'https://opencorporates.com/companies/nz/1550320']","['IT - Software, Utilities', 'from_classification_model']","['1973', 'https://www.crunchbase.com/organization/fujitsu-australia']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1550320']",None,"['Private', 'https://www.crunchbase.com/organization/fujitsu-australia']",0.25,0.25,0.0,0.0,0.125
Bulk 2021 Expo: Home,https://www.bulkhandlingexpo.com.au/,,bulkhandlingexpo,None,"['rob.obryan@primecreative.com.au', 'https://www.bulkhandlingexpo.com.au/contact/']","['+61 3 9690 8766', 'https://www.bulkhandlingexpo.com.au/press-room/']","['bulk materials handling', 'bulk handling companies', 'bulk handling equipment', 'bulk materials', 'bulk solids materials', 'bulk handling', 'bulk material handling specialist bulknet', 'australian bulk handling review', 'new bulk handling technology', 'bulk handling firms']","[['Director Simon Coburn', 'Managing_Director'], 'https://www.bulkhandlingreview.com.au/what-is-bulk2020/']","['Manufacturing, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Henkel Australia,https://www.henkel.com.au/,Henkel operates worldwide with leading innovations  brands and technologies in three business areas: Adhesive Technologies  Beauty Care and Laundry & Home Care.,henkel,"['106 Springs Road East Tamaki Auckland New Zealand', 'https://www.henkel.com.au/company/local-presence']","['corporate.communications@henkel.com', 'https://www.crunchbase.com/organization/henkel']","['+61-2-9978-0666', 'https://www.henkel.com.au/company/local-presence']",None,"[['Daniel Rudolph', 'CEO'], 'https://www.henkel.com.au/press-newsroom/press-releases-and-kits/2017-01-24-henkel-appoints-daniel-rudolph-as-president-of-henkel-australia-and-new-zealand-736102']","[['BeautyConsumerFast-Moving Consumer Goods'], 'https://www.crunchbase.com/organization/henkel']","['Sep 26, 1876', 'https://www.crunchbase.com/organization/henkel']",None,None,None,None,"['Public', 'https://www.crunchbase.com/organization/henkel']",0.25,0.25,0.0,0.0,0.125
edge PLM: Home,https://www.edgeplm.com.au/,Products Function Application,edgeplm,"['16 /94-102 Keys Rd Moorabbin, Victoria 3189 Australia', 'https://www.edgeplm.com.au/']","['info@edgeplm.com.au', 'https://www.edgeplm.com.au/']","['1300 883 653', 'https://www.edgeplm.com.au/']","['solid edge harness design tools', 'solid edge composite design', 'solid edge pcb design tools', 'solid edge harness design', 'solid edge p&id design', '3d product designs', 'product designs', 'solid edge solid edge simulation nonlinear analysis efficient topology optimization', 'use solid edge', 'design time']","[['John Belsham ', 'Sales Director_edge PLM software'], 'from linkedin search google']","['Manufacturing, Construction', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
The Creative Store Australia | Great Jobs. Great People.,https://thecreativestore.com.au/,,thecreativestore,"['2020 MAY SPACE  409b George Street, Waterloo NSW 2017', 'https://thecreativestore.com.au/creative-talk/creative-happenings/peter-tilley-the-shadow-speaks/']","['info@nowwecollide.com.au', 'https://thecreativestore.com.au/creative-talk/spotlight/opportunity-to-share-nyc-style-warehouse-ground-floor-studio-in-great-location/']","['+64-93651077', 'https://www.dnb.com/business-directory/company-profiles.the_creative_store_australia_limited.7fc74297f308ece2a21fe2597a337d96.html']",None,"[['LOUISE AMANDA LAWTON', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.the_creative_store_australia_limited.7fc74297f308ece2a21fe2597a337d96.html']","['Education, Arts, entertainment and recreation', 'from_classification_model']","['25 February 2011', 'https://opencorporates.com/companies/nz/3286172']","['$1.65 million USD', 'https://www.dnb.com/business-directory/company-profiles.the_creative_store_australia_limited.7fc74297f308ece2a21fe2597a337d96.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/3286172']",None,"['Limited\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.the_creative_store_australia_limited.7fc74297f308ece2a21fe2597a337d96.html']",0.25,0.0,0.375,0.0,0.15625
Cochlear Americas | Hear Now. And Always.,https://www.cochlear.com/us/en/home,Cochlear is a leader in implantable hearing devices that help to restore hearing and connect people to a world of sound. Start your hearing journey today.,cochlear,"['1 University Avenue Macquarie University NSW 2019 Australia', 'https://www.cochlear.com/corporate/privacy/en']","['copyright@cochlear.com', 'https://www.cochlear.com/us/en/corporate/terms-of-use/terms-of-use']","['+61 2 9428 6555', 'https://www.cochlear.com/corporate/privacy/en']",None,"[['Dr Graeme Clark', 'CEO'], 'https://en.wikipedia.org/wiki/Cochlear_Limited']","[['Health CareMedical Device'], 'https://www.crunchbase.com/organization/cochlear']","['1982', 'https://www.crunchbase.com/organization/cochlear']","['$864.28 million USD', 'https://www.dnb.com/business-directory/company-profiles.cochlear_limited.c8bd132f7e2e75a8f93f32273c7750c6.html']",None,"['Australia', 'https://opencorporates.com/companies/au/002618073']",None,"['Public', 'https://www.crunchbase.com/organization/cochlear']",0.75,0.25,0.0,0.0,0.25
Biesse,https://www.biesse.com/,Since 1969 Biesse has designed  manufactured and marketed a comprehensive range of CNC Machine and CNC Machinery for Woodworking. Go to Biesse Australia.,biesse,"['473 Victoria Street Wetherill Park, NSW 2164', 'https://www.biesse.com/au/wood/services/biesse_service']","['privacy@biesse.com', 'https://www.biesse.com/au/wood/cookie_policy']","['+61 2 9609 4291', 'https://www.biesse.com/au/wood/services/biesse_service']","['de lexercice ou de la', 'la transferencia de datos fuera de la unión', 'de la', 'ou de la', 'de biesse', 'quête de flexibilité et de', 'web de la', 'fases de la construcción de una fábrica', 'de la navigation', 'importante de la']","[['Michael Bullock', 'CEO'], 'https://au.linkedin.com/in/michael-bullock-7131577']","['Manufacturing, IT - Software', 'from_classification_model']","[' 3 October 2001', 'https://opencorporates.com/companies/nz/1163059']","['$37.04 million USD', 'https://www.dnb.com/business-directory/company-profiles.biesse_group_australia_pty_limited.18d92be26e43fe31.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1163059']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.biesse_group_australia_pty_limited.18d92be26e43fe31.html']",0.75,0.25,0.25,0.0,0.3125
Boston Consulting Group | Management Consulting | BCG,https://www.bcg.com/,Boston Consulting Group (BCG) is a global management consulting firm. Learn about how we advise organizations in value creation strategies  innovation and ...,bcg,"['Level  52 101 Collins Street Melbourne, VIC 3000', 'https://www.bcg.com/offices/melbourne/default']","['rec.prc@bcg.com', 'https://www.crunchbase.com/organization/boston-consulting-group']","['+61 3 9656 2100', 'https://www.bcg.com/offices/melbourne/default']","['company leaders', 'such companies', 'many companies', 'global companies', 'consumer goods companies', 'more companies', 'many restaurant companies', 'other service companies', 'many large companies', 'other companies']","[['Andrew Clark', 'CEO'], 'https://www.bcg.com/about/people/experts/andrew-clark']","[['ConsultingInformation TechnologyManagement Consulting'], 'https://www.crunchbase.com/organization/boston-consulting-group']","['Jul 1, 1963', 'https://www.crunchbase.com/organization/boston-consulting-group']",None,None,"['Australia', 'https://opencorporates.com/companies/au/159951836']",None,"['Private', 'https://www.crunchbase.com/organization/boston-consulting-group']",0.25,0.25,0.0,0.0,0.125
JAA - Home,https://www.jaa.com.au/,,jaa,"['405 , 4th Floor, 227 Collins Street Melbourne VIC 3000 Australia', 'https://www.jaa.com.au/awards']","['info@jaaustralia.org', 'https://www.crunchbase.com/organization/ja-australia']","['+61 (03) 9654 5200', 'https://www.jaa.com.au/awards']","['jaa jewellery awards', 'jaa australasian jewellery awards', 'jaa members', 'jaa awards', 'nsw jaa members', 'australian jewellery industry', 'jaa jewellery awards presentation', 'jewellery items', 'jaa member companies', 'jaa australasian jewellery awards ebony']","[['Roy Samuel Worfold', 'CEO'], 'https://www.jaa.com.au/resources/Documents/Trade%20Publication.pdf']","[['EducationNon Profit'], 'https://www.crunchbase.com/organization/ja-australia']","['Jan 1, 2016', 'https://www.crunchbase.com/organization/ja-australia']",None,None,"['Australia', 'https://opencorporates.com/companies/au/165131500']",None,"['Private', 'https://www.crunchbase.com/organization/ja-australia']",0.25,0.25,0.0,0.0,0.125
Weta Digital: Visual Effects +,https://www.wetafx.co.nz/,Visit the official Weta Digital website for details on their innovative work.,wetafx,"['9 -11 Manuka Street Miramar, Wellington New Zealand', 'https://www.wetafx.co.nz/']","['digital@wetafx.co.nz', 'https://www.crunchbase.com/organization/weta-digital']","['+64 4 909 4100', 'https://www.wetafx.co.nz/about/sister-companies/']","['weta digital weta workshop', 'weta digital', 'weta digital artists', 'information weta digital', 'fox weta digital', 'weta digital tm', 'weta digital executive', 'weta digital partners', 'weta digital limited', 'vulture weta digital']","[['George Henry Wilfred PORT', ' director'], 'https://opencorporates.com/companies/nz/567770']","[['FilmFilm ProductionTV'], 'https://www.crunchbase.com/organization/weta-digital']","['1993', 'https://www.crunchbase.com/organization/weta-digital']","['$15.37 million USD', 'https://www.dnb.com/business-directory/company-profiles.weta_workshop_limited.5dde96beb6fee42a1cc1a796523fed65.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/567770']",None,"['Private', 'https://www.crunchbase.com/organization/weta-digital']",0.625,0.25,0.1875,0.0,0.265625
Infocomm Software,https://infocomm.com.au/,A complete ERP software solution for the Transport and Logistics industry. Streamline your transport and logistics operations  we tailor our software to the unique needs of your business  giving you a competitive edge. Our Transport and Logistics software is proudly designed and built in Australia.,infocomm,"['7 /14 Lionel Rd Mount Waverley VIC 3149 Australia', 'https://infocomm.com.au/contact/']","['sales@infocomm.com.au', 'https://infocomm.com.au/management-by-exception/']","['+613-8514-0000', 'https://infocomm.com.au/boost-ability-of-logistics-operation-by-freight-management-software/']","['freight management software solution', 'logistics management software', 'new freight management software', 'different freight management software', 'automated freight management software', 'freight management software implementation', 'business software', 'logistics software solution', 'contemporary freight management software', 'outdated freight management software']","[['DAVID PERRETT', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.infocomm_pty_ltd.df97b6aab8fdbed45cc8ffce4f2604ac.html']","['IT - Software, Transport', 'from_classification_model']","[' 5 April 2020', 'https://opencorporates.com/companies/au/640150876']","['$3.04 million USD', 'https://www.dnb.com/business-directory/company-profiles.infocomm_pty_ltd.df97b6aab8fdbed45cc8ffce4f2604ac.html']",None,"['Australia', 'https://opencorporates.com/companies/au/640150876']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.infocomm_pty_ltd.df97b6aab8fdbed45cc8ffce4f2604ac.html']",0.625,0.25,0.0,0.0,0.21875
ComputerWeekly.com | Information Technology (IT) News_ UK ...,https://www.computerweekly.com/,The latest information technology (IT) news and IT jobs from ComputerWeekly.com. Stay ahead with IT management and technology news  blogs  jobs  case ...,computerweekly,None,"['info@cert.gov.au', 'https://www.crunchbase.com/organization/cert-australia']","['1(300)172-499', 'https://www.crunchbase.com/organization/cert-australia']",None,"[['Alison Gartner ', 'Consultant_Life Sciences'], 'from linkedin search google']","[['ComputerGovernment'], 'https://www.crunchbase.com/organization/cert-australia']","['2010', 'https://www.crunchbase.com/organization/cert-australia']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/cert-australia']",0.0,0.0,0.0,0.0,0.0
Unleashed Software: Inventory Management Software,https://www.unleashedsoftware.com/,The world’s easiest inventory software for your business. Powerful inventory management solution helps your business grow.,unleashedsoftware,"['Level  2 , 12-14 Northcroft Street Takapuna, 0622 New Zealand', 'https://www.unleashedsoftware.com/contact-us?contact-sales']","['sales@unleashedsoftware.com', 'https://www.crunchbase.com/organization/unleashed-software']","['+61 3 9999 5038', 'https://www.unleashedsoftware.com']","['effective inventory management unleashed', 'unleashed software inventory', 'inventory stock', 'inventory management software', 'inventory management system', 'inventory management software solution', 'unleashed inventory management software', 'unleashed inventory data', 'excess inventory stock', 'good inventory management']","['Greg Murphy', 'founder(s)', 'https://www.crunchbase.com/organization/unleashed-software']","[['E-CommerceSaaSSmall and Medium BusinessesSoftware'], 'https://www.crunchbase.com/organization/unleashed-software']","['Dec 10, 2009', 'https://www.crunchbase.com/organization/unleashed-software']","['$1.66 million USD', 'https://www.dnb.com/business-directory/company-profiles.unleashed_software_pty_ltd.f5362092f5d705b29abb180e75e4d877.html']",None,None,None,"['Private', 'https://www.crunchbase.com/organization/unleashed-software']",0.25,0.25,0.375,0.0,0.21875
Donaldson Company_ Inc.: Engine and Industrial Air_ Oil and ...,https://www.donaldson.com/,,donaldson,"['1 Lucca Road North Wyong New South Wales Australia', 'https://www.donaldson.com/en-au/']","['comm@donaldson.com', 'https://www.donaldson.com/es-es/terms-conditions/']","['+61-393579793', 'https://www.dnb.com/business-directory/company-profiles.donaldson__associates_pty_ltd.ddd83d28760c686e.html']","['de elección de jurisdicción y de conflicto de leyes', 'de privacidad de donaldson', 'de los términos de uso', 'de id de usuario de google analytics', 'de donaldson', 'de estos términos de uso y', 'supervisión de los acumuladores de', 'de protección antivirus y precisión de entrada y salida de datos', 'infracción de los términos de uso', 'aceptación de los términos de uso']","[['Gary Olson', 'Managing_Director'], 'https://au.linkedin.com/in/gary-olson-80192248']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']","['27 June 1977', 'https://opencorporates.com/companies/au/010005115']","['$1.78 million USD', 'https://www.dnb.com/business-directory/company-profiles.donaldson__associates_pty_ltd.ddd83d28760c686e.html']",None,"['Australia', 'https://opencorporates.com/companies/au/010005115']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.donaldson__associates_pty_ltd.ddd83d28760c686e.html']",0.25,0.0,0.375,0.0,0.15625
Home - Multicam CNC Routing Machinery,https://multicam.com.au/,Multicam CNC routing machines  flat bed routers  routing tables and woodworking machinery. CNC routers  routing machines  router tables  routing machinery and computerised flatbed CNC routing.,multicam,"['60 Enterprise Dr, Beresfield NSW 2322', ['Multicam CNC Routing Systems, address', 'knowledge_panel']]","['admin@multicam.com.au', 'https://multicam.com.au/privacy-policy']","['+61 2 4964 1900', 'https://multicam.com.au/contact-us']","['multicam cnc machines', 'multicam cnc router machines', 'multicam cnc routing machine tables', 'vic multicam cnc routing machines', 'purchase multicam cnc routing machines', 'cnc routing machine', 'multicam machines', 'multicam cnc routing', 'cnc nesting machines', 'multicam cnc routing machines']","[['Kevin Gordon', 'founder'], 'https://www.australianmade.com.au/media/325356/1311%20Multicam.pdf']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']",None,"['$10.89 million USD', 'https://www.dnb.com/business-directory/company-profiles.multicam_systems_pty_limited.c1071275024358c3.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.multicam_systems_pty_limited.c1071275024358c3.html']",0.75,0.25,0.375,0.0,0.34375
MoveHub US,https://www.movehub.com/us/,MoveHub is here to make moving easy. Compare quotes from shipping companies and get your belongings shipped quickly and easily.,movehub,None,"['max@movehub.com', 'https://www.crunchbase.com/organization/movehub']",None,"['best city', 'many other cities', 'many major world cities', 'many other nearby cities', 'other cities', 'world cities', 'other uk capital cities', 'uk cities', 'many different major cities', 'many international moving companies']","[['CEO Titus Sharpe', 'CEO'], 'https://www.movehub.com/blog/movehub-press-release/']","[['NavigationShippingTravel'], 'https://www.crunchbase.com/organization/movehub']","['May 1, 2013', 'https://www.crunchbase.com/organization/movehub']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/movehub']",0.0,0.0,0.0,0.0,0.0
Home - IGEA,https://igea.net/,,igea.net,"['4 Cornwallis Street Eveleigh, NSW 2015', 'https://igea.net/']","['news@smartcompany.com.au', 'https://www.crunchbase.com/organization/smartcompany']","['+61 2 8016 2200', 'https://igea.net/2020/06/australian-video-game-industry-positioned-for-a-rebound-in-2020-following-marginal-drop/']","['video games industry', 'video game industry establishes', 'video game development', 'video games developers', 'games industry funding', 'australian game development', 'interactive video games', 'video game companies', 'games development', 'video games skills']","[['Ron Curry', 'CEO'], 'https://igea.net/2019/09/igea-welcomes-game-plus-as-a-member/']","[['News'], 'https://www.crunchbase.com/organization/smartcompany']","['Feb 1, 2007', 'https://www.crunchbase.com/organization/smartcompany']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/smartcompany']",0.25,0.25,0.0,0.0,0.125
