title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Agenda,https://na.eventscloud.com/website,Admission to the networking forum on June 6; Admission to the exhibition area on June 7 & 8; Admission to the Mumbrella Cocktail Party on June 7; Arrival tea ...,na.eventscloud,None,"['clpna@buksa.com', 'https://na.eventscloud.com/ereg/newreg.php?eventid=293929']",None,"['data pipeline', 'modern data experience', 'architecture', '3rd party orchestration toolsets demystifying analytics', 'class se flasharray technologies', 'data pipeline reference architecture - containers', 'data protection solutions architecture - fb', 'maximum file size', 'advanced flasharray performance sizing', 'best practices']","[['Glen Pidgeon ', 'Retail Design Director_Diriyah Gate ...'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Skyscanner,https://www.skyscanner.com.au/,,skyscanner,None,None,None,None,"['Barry Smith', 'founder(s)', 'https://www.crunchbase.com/organization/skyscanner']","[['InternetService IndustryTransportationTravelTravel Agency'], 'https://www.crunchbase.com/organization/skyscanner']","['May 16, 2003', 'https://www.crunchbase.com/organization/skyscanner']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/skyscanner']",0.0,0.0,0.0,0.0,0.0
Insteon® Home Automation Australia & New Zealand,https://www.insteon.com.au/,The advanced INSTEON dual-mesh home automation and control system is now available in Australia and NZ_INSTEON is the worlds leading home automation system.  Now available in Australia and NZ.,insteon,None,"['pr@allseenalliance.org', 'https://www.crunchbase.com/organization/allseen-alliance']","['+613 9017 5821', 'https://www.insteon.com.au/INSTEON_Where_To_Buy.html']","['insteon insteon', 'insteon experience insteon', 'insteon controllers insteon', 'x10 insteon controllers insteon', 'insteon led bulb insteon', 'insteon experience insteon snap', 'humidity sensor insteon responders insteon', 'other insteon devices', 'insteon wireless ip camera insteon radio', 'insteon control']","[['Joe Dada', 'CEO'], 'https://www.prnewswire.com/news-releases/insteon-home-automation-products-now-available-in-europe-australia-and-new-zealand-208543861.html']","[['Software'], 'https://www.crunchbase.com/organization/allseen-alliance']","['2013', 'https://www.crunchbase.com/organization/allseen-alliance']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/allseen-alliance']",0.0,0.25,0.0,0.0,0.0625
Traveller.com.au | Your Destination for Travel Inspiration,https://www.traveller.com.au/,Discover your next holiday with Australia's most experienced travel writers  incorporating Traveller from the Sydney Morning Herald and The Age,traveller,"['1 Darling Island Road Pyrmont NSW 2009', 'https://www.traveller.com.au/contact-us']","['scoop@smh.com.au', 'https://www.crunchbase.com/organization/traveller']","['+612 9282 2040', 'https://www.traveller.com.au/privacy']","['non-stop flights', 'best cities', 'ultra-long range flights', 'great cities', 'large cities', 'new ultra-long haul aircraft', 'island time', 'local wines', 'multi-cultural cities', 'big cities']","[['Siddharth Raja', 'CEO'], 'https://au.linkedin.com/in/sidraja']","[['Travel'], 'https://www.crunchbase.com/organization/traveller']","['21 December 2018', 'https://opencorporates.com/companies/au/630718446']","['$5.93 million USD', 'https://www.dnb.com/business-directory/company-profiles.australian_traveller_media_pty_ltd.fd0b7110c464406918e8d3282463fb3d.html']",None,"['Australia', 'https://opencorporates.com/companies/au/630718446']",None,"['Private', 'https://www.crunchbase.com/organization/traveller']",0.25,0.25,0.0,0.0,0.125
Keytone Dairy: Home,https://www.keytonedairy.com/,Keytone Dairy are a New Zealand manufacturer of dairy and nutrition powdered products for global export with a focus on China and Asia. ,keytonedairy,"['L 5 126 Phillip St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.keytone_dairy_corporation_limited.e38939ab6da4c20db42bfad2fc148123.html']","['info@linkmarketservices.com.au', 'https://www.keytonedairy.com/investor-centre/']","['+61 3 9587 6483', 'https://www.keytonedairy.com/contact-us/']","['keytone dairy corporation limited', 'security keytone dairy corporation limited', 'keytone dairy corporation', 'keytone dairy', 'other websites', 'other information', 'new zealand dairy production facilities', 'website terms', 'consumer milk powders website', 'external websites']","[['Danny Rotman', 'CEO'], 'https://themarketherald.com.au/keytone-dairy-asxktd-signs-key-license-agreement-with-baileys-2020-05-28/']","[['Food and BeverageFood ProcessingOrganic Food'], 'https://www.crunchbase.com/organization/keytone-dairy']","['2011', 'https://www.crunchbase.com/organization/keytone-dairy']","['$', 'None']","['$0', 'None']","['New Zealand', 'https://opencorporates.com/companies/nz/3346491']","['8', 'None']","['Public', 'https://www.crunchbase.com/organization/keytone-dairy']",0.75,0.25,0.25,0.0,0.3125
Consoft Automation,https://www.consoft.com.au/,,consoft,"['3 /314 Kiewa Street, Albury NSW 2640', 'http://www.consoft.com.au/contact/']","['nfo@consoft.com.au', 'http://www.consoft.com.au/contact/']","['+61 2 6021 6727', 'http://www.consoft.com.au/contact/']",None,"[['MATTHEW CRAIG LYNCH', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.consoft_automation_pty_ltd.cfe7e0db41ba650d7fef865f9d62020b.html']","['IT - Software, Education', 'from_classification_model']","[' 2 July 2020', 'https://opencorporates.com/companies/nz/8044118']","['$2.72 million USD', 'https://www.dnb.com/business-directory/company-profiles.consoft_automation_pty_ltd.cfe7e0db41ba650d7fef865f9d62020b.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/8044118']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.consoft_automation_pty_ltd.cfe7e0db41ba650d7fef865f9d62020b.html']",0.625,0.25,0.0,0.0,0.21875
Techtel: Broadcast Systems Integration in Asia-Pacific,https://www.techtel.com.au/,"Techtel is a leading independent broadcast technology systems specialist  
providing dedicated hardware and software to the Asia Pacific broadcast and 
telecommunications industries. Techtel’s expertise extends from consulting 
and systems integration through to the supply  installation and support of 
solutions from an elite class of worldwide partners._Techtel is a leading independent broadcast technology systems specialist  providing dedicated hardware and software to the Asia Pacific broadcast and telecommunications industries. Techtel’s expertise extends from consulting and systems integration through to the supply  installation and support of ",techtel,"['PO Box 87259 Meadowbank, Auckland 1742 New Zealand', 'https://www.techtel.com.au/contact']","['fiorenza@xpressocommunications.com', 'https://www.techtel.com.au/news/2020/9/22/bridge-technologies-to-support-australian-nines-greenfield-ip-site']","['+61 (0)3 9899 3032', 'https://www.techtel.com.au/contact']","['systems integrator techtel', 'broadcast technology systems integration', 'broadcast systems', 'production systems', 'media technology solutions', 'video processing solutions', 'critical broadcast systems', 'leading broadcast systems specialist', 'video infrastructure solutions', 'leading broadcast systems integrator']","[['Mal Chandler', 'CEO'], 'https://au.linkedin.com/in/mal-chandler-49a5949']","['IT - Software, Utilities', 'from_classification_model']","['10 February 2003', 'https://opencorporates.com/companies/nz/1274285']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1274285']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/1274285']",0.25,0.25,0.0,0.0,0.125
New Zealand Food Technology: latest news since 1965,https://www.foodtechnology.co.nz/,Read the latest news in food industry in New Zealand Food Technology News. Fresh & tasty each month.,foodtechnology,"['Unit  6 , 5 Bouverie Street Lower Hutt 5012 NZ', 'https://www.foodtechnology.co.nz/directory/']",None,"['+64 9 481 9999', 'https://www.foodtechnology.co.nz/ingredients-3/']","['new zealand food', 'new zealand food exports', 'new zealand products', 'other food products', 'pet food products', 'new zealand red meat products', 'new zealand companies', 'new zealand wine', 'new zealand food technology', 'new zealand customers']","[['Fiona Fleming', 'CEO'], 'https://au.linkedin.com/in/ffleming']","[['AgricultureFood and Beverage'], 'https://www.crunchbase.com/organization/food-leaders-australia-fla']","['May 15, 2015', 'https://www.crunchbase.com/organization/food-leaders-australia-fla']",None,"['$0', 'None']","['New Zealand', 'https://opencorporates.com/companies/nz/916076']","['28', 'None']","['Private', 'https://www.crunchbase.com/organization/food-leaders-australia-fla']",0.25,0.25,0.0,0.0,0.125
D&B D-U-N-S Number Lookup - Dun & Bradstreet,https://www.dnb.com/duns-number/lookup.html,_Look up a partner's company  find your company's Dun and Bradstreet D-U-N-S number  monitor your business credit profile and more here. ,dnb,None,None,None,None,"[['Andrew Michael HARRIS', ' director'], 'https://opencorporates.com/companies/nz/3370274']","[['Information Services'], 'https://www.crunchbase.com/organization/illion-australia-and-new-zealand']","['1887', 'https://www.crunchbase.com/organization/illion-australia-and-new-zealand']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/3370274']",None,"['Private', 'https://www.crunchbase.com/organization/illion-australia-and-new-zealand']",0.0,0.0,0.0,0.0,0.0
CNC Work Centres Glass Stone and Metal Intermac WW,https://www.intermac.com/,Intermac Australia is the Biesse Group's business unit specialised in the CNC Work Centres Glass Stone and Metal.,intermac,"['473 Victoria Street Wetherill Park, NSW 2164', 'https://www.intermac.com/au/glass/services/intermac-parts']","['service@biesseaustralia.com.au', 'https://www.intermac.com/au/glass/services/intermac-parts']","['+61 2 9609 4291', 'https://www.intermac.com/au/glass/services/intermac-parts']","['die website', 'die nutzung der website durch', 'die daten', 'die weiterentwicklung der produktion', 'besuch die website', 'die personenbezogenen', 'die von ihnen', 'die nutzung', 'die gesellschaft', 'https://www.salesforce.com/content/dam/web/en_us/www/documents/legal/agreements/eu-data-transfer-mechanisms-faq.pdf die daten']","[['Carla Janet FORREST', ' director'], 'https://opencorporates.com/companies/nz/2103036']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']","['19 March 2008', 'https://opencorporates.com/companies/nz/2103036']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/2103036']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/2103036']",0.25,0.25,0.0,0.0,0.125
Vertical Carousels Australia,https://www.verticalcarouselsaustralia.com/,_Vertical Carousels & Storage Lifts are automated systems that convert overhead space into valuable storage resulting in more capacity & faster picking._Vertical Carousel storage systems offer you the best solution for automated storage and warehouse storage for your warehouse facility. Australia.,verticalcarouselsaustralia,"['13 Starkey Street Hurlstone Park Sydney NSW 2193', 'https://www.verticalcarouselsaustralia.com/vertical-storage-lift/']","['joefaranda@outlook.com', 'https://www.verticalcarouselsaustralia.com/vertical-storage-lift/']","['+61477 577 050', 'https://www.verticalcarouselsaustralia.com/vertical-storage-lift/']","['modula storage systems', 'vertical storage systems', 'storage systems', 'automated vertical storage system', 'storage control system', 'vca storage systems', 'vertical storage rack systems', 'automated storage systems', 'used vertical storage machines', 'operators automated storage system']","[['Joe (Nunzio) Faranda ', 'Owner/Managing Director ..._LinkedIn'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,"['Australia', 'https://opencorporates.com/companies/au/008763899']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/008763899']",0.25,0.25,0.0,0.0,0.125
Forpoint Solutions: Home,https://forpoint.com.au/,,forpoint,"['Suite  2020 , Como Centre, 644 Chapel Street South Yarra, VIC 3141', 'https://forpoint.com.au/contact-us/']","['sales@clickmatix.com.au', 'https://www.crunchbase.com/organization/clickmatix-3de1']","['+64 (0) 4 887 1200', 'https://forpoint.com.au/customer-support/']","['sage intacct cash management solutions', 'sage intacct cash management software', 'sage intacct gl financial management', 'sage intacct healthcare financial management platform', 'sage intacct hospitality management software', 'sage intacct purchase order management software', 'sage intacct financial management platform automates currency conversions', 'sage intacct software', 'sage intacct', 'sage intacct hospitality software']","[['Bill Bryce', 'Managing_Director'], 'https://au.linkedin.com/in/bill-bryce-50958513']","[['Digital MarketingMarketing AutomationSEOWeb Design'], 'https://www.crunchbase.com/organization/clickmatix-3de1']","['Jan 2014', 'https://www.crunchbase.com/organization/clickmatix-3de1']","['$1.28 million USD', 'https://www.dnb.com/business-directory/company-profiles.forpoint_solutions_australia_pty_ltd.22b855474e95789930fa29dbac1fbfb4.html']",None,None,None,"['Private', 'https://www.crunchbase.com/organization/clickmatix-3de1']",1.0,0.25,0.25,0.0,0.375
Concur – Expense management_ Invoice and Travel ...,https://www.concur.com.au/,SAP Concur solutions provide real time visibility of your cash flow  automate invoice  expense and travel processes for businesses of all sizes. Take a test drive today.,concur,"['Suite 1000,  Bellevue, WA 9800', 'https://www.concur.com.au/contact/offices']","['support@ingogo.com.au', 'https://www.crunchbase.com/organization/ingogo-pty']","['+61 (2) 9113 7358', 'https://www.concur.com.au/service-administration']","['concur french sap concur', 'business travel sap concur', 'sap concur data', 'sap concur business applications', 'sap concur expense', 'sap concur travel', 'other sap concur solutions', 'sap concur partners', 'new sap concur', 'sap concur experts']","[['Matt Goss', 'Managing_Director'], 'https://au.linkedin.com/in/mattgoss']","[['AppsTaxi ServiceTravel'], 'https://www.crunchbase.com/organization/ingogo-pty']","['Aug 4, 2011', 'https://www.crunchbase.com/organization/ingogo-pty']","['$750M', 'None']",None,None,"['5,000', 'None']","['Private', 'https://www.crunchbase.com/organization/ingogo-pty']",0.25,0.25,0.0,0.0,0.125
Biesse,https://www.biesse.com/,Since 1969 Biesse has designed  manufactured and marketed a comprehensive range of CNC Machine and CNC Machinery for Woodworking. Go to Biesse Australia.,biesse,"['473 Victoria Street Wetherill Park, NSW 2164', 'https://www.biesse.com/au/wood/services/biesse_service']","['privacy@biesse.com', 'https://www.biesse.com/au/wood/cookie_policy']","['+61 2 9609 4291', 'https://www.biesse.com/au/wood/services/biesse_service']","['de lexercice ou de la', 'la transferencia de datos fuera de la unión', 'de la', 'ou de la', 'de biesse', 'quête de flexibilité et de', 'web de la', 'fases de la construcción de una fábrica', 'de la navigation', 'importante de la']","[['Michael Bullock', 'CEO'], 'https://au.linkedin.com/in/michael-bullock-7131577']","['Manufacturing, IT - Software', 'from_classification_model']","[' 3 October 2001', 'https://opencorporates.com/companies/nz/1163059']","['$37.04 million USD', 'https://www.dnb.com/business-directory/company-profiles.biesse_group_australia_pty_limited.18d92be26e43fe31.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1163059']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.biesse_group_australia_pty_limited.18d92be26e43fe31.html']",0.75,0.25,0.25,0.0,0.3125
Experience Oz: Tours and Attractions Australia & New Zealand,https://www.experienceoz.com.au/en,Experience Oz is your go to website for all the top things to do in Australia and New Zealand. Search from over 3 000 experiences to make your holiday or weekend extraordinary. Book now and pay later with After Pay and Zip Pay accepted.,experienceoz,"['2 Parkyn Court, Tewantin, QLD 4565', 'https://www.experienceoz.com.au/en/sunshine-coast/whale-watching-departing-noosa']","['enquiries@ozexperience.com', 'https://www.crunchbase.com/organization/oz-experience']","['+61 7 5592 2233', 'https://www.experienceoz.com.au/en/about-us']","['great tour experience', 'water experiences', 'experience great barrier reef', 'island tours', 'green island tours', 'fitzroy island green island', 'day tours', 'island experience', 'fraser island experience oz', 'many experiences']","['Graeme Warring', 'founder(s)', 'https://www.crunchbase.com/organization/oz-experience']","[['Travel'], 'https://www.crunchbase.com/organization/oz-experience']","['1993', 'https://www.crunchbase.com/organization/oz-experience']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/oz-experience']",0.25,0.25,0.0,0.0,0.125
