search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Dental practice management software in australia or newzealand,Smilefast - Fast Braces Courses,https://dentist.smilefast.com.au/,The perfect introduction to orthodontics for dentists with little or no prior knowledge. If you're a complete orthodontic novice  no problem – the Smilefast course ... Enjoy a fun and engaging learning experience alongside one of Australia's most ...,dentist.smilefast,"['18 North Drive 236-262 East Boundary Road East Bentleigh , VIC 3165', 'https://dentist.smilefast.com.au/contact-us/']","['robyn@smilefast.com.au', 'https://dentist.smilefast.com.au/blog/introducing-your-patients-to-smilefast/']","['1300 447 448', 'https://dentist.smilefast.com.au/contact-us/']","['smilefast smilefast', 'smilefast patients', 'smilefast treatment', 'smilefast dr', 'smilefast introductory webinar smilefast malaysia', 'smilefast dentists', 'smilefast content', 'patients treatment', 'orthodontic patients', 'smilefast pro']","[['GEOFFREY HALL', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.smilefast_pty_ltd.192e93815e2f612f60a452072b0c7c5b.html']","['Healthcare, IT - Software', 'from_classification_model']",None,"['$323,920 USD', 'https://www.dnb.com/business-directory/company-profiles.smilefast_pty_ltd.192e93815e2f612f60a452072b0c7c5b.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.smilefast_pty_ltd.192e93815e2f612f60a452072b0c7c5b.html']",1.0,0.25,0.0,0.0,0.3125
Dental practice management system in australia or newzealand,HIT Consultant: Healthcare IT News | Healthcare Technology,https://hitconsultant.net/,HIT Consultant Media is an award winning healthcare technology focused digital media platform providing insightful coverage of healthcare innovation.,hitconsultant.net,None,"['info@hitconsultant.net', 'https://hitconsultant.net/contact/']",None,"['health care providers', 'health care', 'innovative health care solutions', 'patient care', 'health care delivery', 'health data platforms', 'health care environments', 'health care spending', 'shape health care', 'new patient care']",None,"['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental clinic software in australia or newzealand,SARS-CoV-2 update: Australian and New Zealand dentists ...,https://coronavirus.dental-tribune.com/news/sars-cov-2-update-australian-and-new-zealand-dentists-proceed-with-caution/,Jun 26  2020 - ... screening to help stop the spread of COVID-19 ” a spokesperson for the New Zealand Dental Association told Dental Tribune International.,coronavirus.dental-tribune,None,"['info@roots-summit.com', 'https://coronavirus.dental-tribune.com/c/roots-summit/']",None,None,None,"['Services - professional, scientific, and technical, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management software in australia or newzealand,Medical Dictionary,https://medical-dictionary.thefreedictionary.com/,Medical Dictionary is intended for use by healthcare consumers  students  and ... The main source of TheFreeDictionary's Medical dictionary is The American ...,medical-dictionary.thefreedictionary,None,None,None,"['medical abbreviations', 'medical personalities', 'medical conditions', 'medical research topics', 'other popular articles', 'testosterone medical dictionary', 'other reference data', 'thefreedictionarys medical dictionary', 'todays medical news', 'the medical dictionary']",None,"['Healthcare, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental management software in australia or newzealand,Best Practice Software – An Evolution In Practice Management,https://bpsoftware.net/,Login · Register · Bp Software. previous arrow. next arrow ... Bp VIP.net provides for flexible workflows and device integration. In 2016  Best Practice Software ...,bpsoftware.net,"['PO Box 1911 ,\xa0Bundaberg Queensland 4670 Australia', 'https://bpsoftware.net/locations/']","['help@doctorscontrolpanel.com.au', 'https://bpsoftware.net/partner-doctors-control-panel/']","['+61 7 3223 7700', 'https://bpsoftware.net/contact-us-3/']","['bp premier bp', 'bp team bp', 'bp premier users', 'bp software', 'best practice software users', 'bp allied users', 'bp premier user', 'best practice users', 'many best practice software users', 'messaging software best practice software']","[['Dr Frank Pyefinch', 'CEO'], 'https://bpsoftware.net/leadership/']","['IT - Software, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Risk management software australia,Capterra: Find Business Software with reviews & price ...,https://www.capterra.com.au/,Capterra helps millions of people find the best business software. With software reviews  ratings  infographics  and the most comprehensive list of business ...,capterra,"['Level  18 40 Mount Street North Sydney NSW 2060 Australia', 'https://www.capterra.com.au/']","['info@capterra.com', 'https://www.capterra.com/p/127236/SkyPrep/']",None,"['software product reviews', 'software reviews', 'software user reviews', 'software users', 'seo software', 'best seo software', 'product review sites', 'user reviews', 'business reviews', 'software search tools']","[['Capterra', 'director'], 'from_website']","['Finance and insurance, IT - Software', 'from_classification_model']","['1999', 'https://www.owler.com/company/capterra']",None,None,None,None,None,0.25,0.0,0.25,0.0,0.125
Dental practice management software in australia or newzealand,Australian Society of Orthodontists,https://www.aso.org.au/,The Australian Society of Orthodontists (ASO) is the peak specialist body for orthodontists and orthodontic knowledge across Australia.,aso,"['543 CROWS NEST NSW 1585', 'https://www.aso.org.au/contact-us-0']",None,"['+61 2 9439 2738', 'https://www.aso.org.au/privacy-policy']","['other orthodontic treatment', 'orthodontic treatment options', 'adult orthodontic treatment', 'early orthodontic treatment', 'professional orthodontic treatment', 'further orthodontic treatment', 'complex orthodontic treatment', 'surgical orthodontic treatment', 'contemporary orthodontic treatments', 'accelerated orthodontic treatment']","[['Dr J. Stanley Wilkinson', 'CEO'], 'https://orthodonticsaustralia.org.au/about/']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']","['18 March 2019', 'https://opencorporates.com/companies/au/632315550']","['$614,000 USD', 'https://www.dnb.com/business-directory/company-profiles.aso_australia_pty_ltd.dceffd93c3b34f6e.html']",None,"['Australia', 'https://opencorporates.com/companies/au/632315550']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.aso_australia_pty_ltd.dceffd93c3b34f6e.html']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Henry Schein One Australia: Dental Practice Management ...,https://henryscheinone.com.au/,Why dentists love Henry Schein One. Listen to how we've helped these dental practices accelerate their practice performance.,henryscheinone,"['Quigg Partners, Level 7, 36 Brandon Street, Wellington6011NZ', 'https://opencorporates.com/companies/nz/1008243']","['marketing.anz@henryscheinone.com.au', 'https://henryscheinone.com.au/news/a-new-chapter/']","['1300 658 822', ['Henry Schein Australia, phone', 'knowledge_panel']]","['dental practices', 'dental practice management', 'dental practice management software', 'dental practice data', 'many dental practices', 'other dental practices', 'dental practice owners', 'most dental practices', 'leading dental practice management software provider henry schein', 'leading dental practice management software provider']","[['Michael ZACK', ' director'], 'https://opencorporates.com/companies/nz/1008243']","['IT - Software, Healthcare', 'from_classification_model']","['16 December 1999', 'https://opencorporates.com/companies/nz/1008243']","['$1.28 million USD', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_one_australia.a90bc3ce0bd57692.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1008243']",None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_one_australia.a90bc3ce0bd57692.html']",0.375,0.75,0.375,0.0,0.375
Dental management software in australia or newzealand,Australian Medical Council | The AMC's purpose is to ensure ...,https://www.amc.org.au/,The AMC's purpose is to ensure that standards of education  training and assessment of the medical profession promote and protect the health of the Australian ...,amc,"['250 -290 Spring Street,  East Melbourne, VIC 3000', 'https://www.amc.org.au/accreditation-and-recognition/assessment-accreditation-specialist-medical-programs-assessment-accreditation-specialist-medical-programs/specialist-medical-colleges/']","['admin@acem.org.au', 'https://www.amc.org.au/accreditation-and-recognition/assessment-accreditation-specialist-medical-programs-assessment-accreditation-specialist-medical-programs/specialist-medical-colleges/']","['+61 2 9036 3363', 'https://www.amc.org.au/about/other-links/']","['amc accreditation amc', 'amc assessments', 'amc accreditation', 'amc examination procedure', 'amc candidates', 'future amc examinations', 'australian medical council', 'amc cat mcq examinations', 'amc assessment pathways', 'good medical practice australian medical council accreditation update']","[['Philip Pigou', 'CEO'], 'https://www.amc.org.au/amc-appoints-new-chief-executive-officer/']","['Education, Healthcare', 'from_classification_model']","['29 June 2016', 'https://opencorporates.com/companies/au/613352515']",None,None,"['Australia', 'https://opencorporates.com/companies/au/613352515']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/613352515']",0.25,0.25,0.75,0.0,0.3125
Software for dentists in australia or newzealand,Dental ED: Home,https://www.dentaledglobal.com/home/,... in the U.S.A  Australia  Singapore  China and India. If you have a query  use ourcontact form or call our head office in Australia. support@dentaledglobal.com.,dentaledglobal,"['201 Alexander road BELMONT Western Australia Australia', 'https://www.dentaledglobal.com/study-clubs/305-perth-3m-hygienist']","['mhmdnk@163.com', 'https://www.dentaledglobal.com/study-clubs/355-shenyang']","['+61 (7)  3878 1500', 'https://www.dentaledglobal.com/study-clubs/138-indooroopilly']","['dr. jason smithson dr.', 'dr. jocelyn shand dental', 'dental ed study clubs', 'dr.', 'dr. mauro fradeani dr. eric van dooren', 'study club contact clifford dr. mauro fradeani', 'zeiss dental academy', 'dental school', 'dr. peter dawson educational disclaimer dr. cherilyn sheets', 'dr. rubinstein']","[['Emanuel Recupero', 'CEO'], 'https://au.linkedin.com/in/emanuel-recupero-7963725b']","['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental practice management platform in australia or newzealand,Jobs at Cardno - JobAdder,https://clientapps.jobadder.com/41217/cardno,Browse careers. Cardno offers meaningful opportunities for each individual member of our team to grow  make an impact and leave a legacy for local ...,clientapps.jobadder,None,"['jobs@cardno.com', 'https://clientapps.jobadder.com/41217/cardno/3610905/director-of-finance-administration-and-operations']",None,"['technical leadership', 'technical training specialist jobadder', 'general technical direction', 'outstanding technical knowledge', 'technical trainings', 'outstanding technical knolwedge', 'international development asia pacific finance', 'wfd activities', 'technical excellence', 'programmatic activities']",None,"['Education, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management platform in australia or newzealand,AvA-V - Strategy_ Recruitment and Training,https://www.ava-v.com/,Strategy  Recruitment or Training  AvA-V will be able to assist in advising which is the best solution for your business.,ava-v,None,"['contactus@ava-v.com', 'https://www.ava-v.com/']","['1300 137 309', ['Australian Veterinary Association, phone', 'knowledge_panel']]","['virtual training strategy', 'virtual sales training', 'virtual training', 'virtual classroom training', 'staff training', 'employee training', 'professional sales training', 'training solutions', 'virtual learning recruitment strategy', 'remote training']","[['Corey Snell', 'CEO'], 'https://www.vetvoice.com.au/media-releases/ava-appoints-corey-snell-as-new-ceo/']","['IT - Software, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Software for dentists in australia or newzealand,American Public Health Association (APHA),https://ajph.aphapublications.org/,The American Journal of Public Health (AJPH) from the American Public Health Association (APHA) ... https://doi.org/10.2105/AJPH.2020.305744 ...,ajph.aphapublications,None,"['ajph-feedback@apha.org', 'https://ajph.aphapublications.org/page/PrivacyPolicy']",None,"['estimated law effects', 'policy effects', 'study effect', 'effect estimates', 'public health policy', 'causal effect estimates', 'multiple effect estimates', 'linear effect estimates', 'firearm policy', 'nonfirearm effects']","[['Dr. Elliot Fishman ', 'Director_Institute for Sensible ...'], 'from linkedin search google']","['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management system in australia or newzealand,Gunz eStore – Gunz eStore,https://www.gunz.com.au/,All of your favourite Gunz Dental products available to order 24/7. Learn more. Promotions. Don't miss out on special bonus offers and regular ...,gunz,"['U 4 26-34 Dunning Ave Rosebery, NEW SOUTH WALES, 2018 Australia', 'https://www.dnb.com/business-directory/company-profiles.gunz_dental_pty_ltd.17bcc2b1067de3c4b45542e735366551.html']","['dentalsales@gunz.com.au', 'https://www.gunz.com.au/returns-policy/']","['1800 025 300', ['Gunz Dental Pty Ltd, phone', 'knowledge_panel']]","['gunz dental', 'gunz dental customer service', 'gunz dental pty ltd', 'wsl gunz dental estore aquaclave', 'gunz dental account holders', 'dental products', 'leading dental products', 'dental professionals', 'gunz', 'new products']","[['Samuel Martin ', 'Brand Manager_Gunz Dental'], 'None']","['Services - professional, scientific, and technical, Utilities', 'from_classification_model']","[' 3 March 2006', 'https://opencorporates.com/companies/nz/1779232']","['$26.92 million USD', 'https://www.dnb.com/business-directory/company-profiles.gunz_dental_pty_ltd.17bcc2b1067de3c4b45542e735366551.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1779232']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.gunz_dental_pty_ltd.17bcc2b1067de3c4b45542e735366551.html']",0.375,0.375,0.25,0.0,0.25
Dental practice management software in australia or newzealand,Bicton & Cockburn Paediatric Dentistry,https://www.paediatric-dentists.com.au/,The team at Bicton and Cockburn Paediatric Dentistry are dedicated to providing Specialist Paediatric Dental Treatment for infants  children and adolescents.,paediatric-dentists,"['11 Wentworth Parade Success WA 6164', 'https://www.paediatric-dentists.com.au/']","['reception@paediatric-dentists.com.au', 'https://www.paediatric-dentists.com.au/']","['+61-242041890', 'https://www.dnb.com/business-directory/company-profiles.illawarra_paediatric_dentistry_pty_ltd.965d3ff8fbc2b63ba51e920971cf98a0.html']","['dental treatment', 'future dental treatment', 'dental', 'dental health', 'high quality dental treatment', 'dental practices', 'dental care', 'quality dental treatment', 'dental decay', 'dental caries']","[['JASON MICHAEL', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.illawarra_paediatric_dentistry_pty_ltd.965d3ff8fbc2b63ba51e920971cf98a0.html']","['Services - professional, scientific, and technical, Healthcare', 'from_classification_model']","['20 February 2013', 'https://opencorporates.com/companies/au/162486446']","['$543,237 USD', 'https://www.dnb.com/business-directory/company-profiles.illawarra_paediatric_dentistry_pty_ltd.965d3ff8fbc2b63ba51e920971cf98a0.html']",None,"['Australia', 'https://opencorporates.com/companies/au/162486446']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.illawarra_paediatric_dentistry_pty_ltd.965d3ff8fbc2b63ba51e920971cf98a0.html']",0.25,0.0,0.0,0.0,0.0625
Dental practice management platform in australia or newzealand,Welcome to the Dental Corporation Portal Username ...,https://dentalcorp.secure.force.com/DCPortal/,If you are experiencing technical problems with this site  please call the DC IT team on +61 2 9422 4765. Copyright © 2011 Dental Corporation. Previous Month.,dentalcorp.secure.force,"['88 Balmain St Cremorne, QUEENSLAND, 4011 Australia', 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']",None,"['+61-755759100', 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']",None,"[['SIMON JAMES BECKETT', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']","['Services - professional, scientific, and technical, Real estate', 'from_classification_model']",None,"['$1.14 billion USD', 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']",0.0,0.0,0.0,0.0,0.0
Software for dental laboratory in australia or newzealand,3Shape - 3D Dental Scanners & CAD/CAM Systems,https://www.3shape.com/,3Shape award-winning dental 3D scanners  CAD/CAM & other digital solutions help dentists and orthodontists digitize dentistry & improve patient experience.,3shape,"['Suite E3B 75 O’Riordan street Alexandria 2015 New South Wales Australia', 'https://www.3shape.com/en/contact-us']",None,"['+61 2 8062 9800', 'https://www.3shape.com/en/integrations/sleep']",None,"[['Peter Tabor ', 'Regional Manager_ Oceania_3Shape'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
